"word","ELAINE","FRANK","GEORGE","JERRY","KRAMER","NEWMAN","OTHER","gram","sum"
"actually going",4,0,1,0,0,0,0,2,5
"actually happening",1,0,0,1,0,0,0,2,2
"actually im",1,0,3,2,0,0,3,2,9
"actually jerry",0,0,0,0,1,0,3,2,4
"actually just",0,0,2,1,0,0,0,2,3
"actually kind",2,0,1,2,0,0,1,2,6
"actually know",1,0,0,1,0,0,0,2,2
"actually look",0,0,0,1,1,0,0,2,2
"actually met",1,0,1,2,0,0,0,2,4
"actually pretty",1,0,0,1,0,0,0,2,2
"actually quite",0,0,0,2,0,0,1,2,3
"actually thats",0,0,0,2,0,0,1,2,3
"actually think",0,0,2,1,0,0,1,2,4
"actually thinking",0,0,0,1,0,0,1,2,2
"actually thought",1,0,2,0,0,0,0,2,3
"actually uh",0,0,1,0,1,0,1,2,3
"actually well",1,0,0,0,0,0,1,2,2
"admit nothing",0,0,0,1,0,0,1,2,2
"afraid bad",0,0,0,0,1,0,1,2,2
"afraid going",0,0,1,1,0,0,1,2,3
"afraid ill",0,0,0,1,0,0,1,2,2
"afraid im",0,0,3,2,0,0,3,2,8
"afraid man",1,0,0,0,0,0,1,2,2
"afraid youre",0,0,1,0,0,0,2,2,3
"afternoon got",0,0,0,1,0,0,1,2,2
"age music",0,0,0,1,1,0,0,2,2
"ago dont",1,0,0,1,0,0,0,2,2
"ago gonna",0,0,0,1,0,0,1,2,2
"ago hey",0,0,0,0,2,0,1,2,3
"ago ive",2,0,0,0,1,0,0,2,3
"ago just",0,0,0,1,1,0,1,2,3
"ago oh",0,0,0,1,1,0,1,2,3
"ago remember",1,0,1,1,0,0,0,2,3
"ago shes",1,0,0,1,0,0,1,2,3
"ago told",0,0,1,0,0,0,1,2,2
"ago well",0,0,1,1,0,0,0,2,2
"ago yeah",0,0,0,1,1,0,0,2,2
"agree anything",0,0,1,1,0,0,0,2,2
"agreed wear",0,0,0,1,2,0,0,2,3
"ah ah",0,0,3,2,4,0,8,2,17
"ah ahhhhh",0,0,0,0,1,0,1,2,2
"ah alright",1,0,4,1,0,0,0,2,6
"ah back",0,0,0,1,0,0,1,2,2
"ah bad",2,0,0,2,0,0,0,2,4
"ah beautiful",0,0,1,1,0,0,0,2,2
"ah bout",1,0,0,0,0,0,1,2,2
"ah cmon",0,0,1,1,0,0,1,2,3
"ah come",0,0,3,2,0,0,1,2,6
"ah didnt",0,0,0,2,0,0,1,2,3
"ah dont",3,0,0,3,2,1,3,2,12
"ah excuse",0,0,2,1,0,0,0,2,3
"ah george",2,0,0,1,1,0,1,2,5
"ah get",1,0,1,0,0,0,0,2,2
"ah go",1,0,0,0,1,0,1,2,3
"ah got",0,0,0,1,4,0,0,2,5
"ah great",1,0,2,1,0,0,0,2,4
"ah guess",0,0,2,0,0,0,1,2,3
"ah ha",1,0,6,5,1,0,1,2,14
"ah hah",5,0,1,3,0,0,1,2,10
"ah hell",1,0,0,1,0,0,0,2,2
"ah hey",1,0,1,0,0,0,1,2,3
"ah ill",0,0,1,2,2,0,0,2,5
"ah im",3,0,3,5,1,0,3,2,15
"ah jerry",1,0,0,0,0,0,4,2,5
"ah jimmy",1,0,0,0,0,0,1,2,2
"ah just",0,0,1,6,2,1,1,2,11
"ah kind",0,0,1,1,1,0,0,2,3
"ah knew",1,0,0,0,0,0,1,2,2
"ah know",3,0,2,5,2,0,0,2,12
"ah kramer",0,0,0,2,0,0,1,2,3
"ah last",0,0,2,1,0,0,0,2,3
"ah lets",0,0,1,2,0,0,1,2,4
"ah listen",0,0,1,0,2,0,0,2,3
"ah look",0,0,0,0,1,1,1,2,3
"ah mr",0,0,0,0,1,0,4,2,5
"ah nothing",0,0,1,0,1,0,0,2,2
"ah oh",2,0,2,2,4,0,3,2,13
"ah okay",1,0,0,0,1,0,1,2,3
"ah really",1,0,2,1,0,0,0,2,4
"ah right",2,0,0,0,0,0,1,2,3
"ah see",0,0,3,2,2,0,1,2,8
"ah shes",0,0,1,3,1,0,1,2,6
"ah shut",0,0,2,0,1,0,0,2,3
"ah sure",0,0,1,0,0,0,1,2,2
"ah susan",1,0,1,0,0,0,0,2,2
"ah sweet",0,0,0,1,0,0,1,2,2
"ah thats",0,0,1,5,1,0,0,2,7
"ah theres",0,0,1,0,0,0,2,2,3
"ah think",5,0,0,2,1,0,1,2,9
"ah tim",0,0,0,1,1,0,0,2,2
"ah uh",2,0,1,0,0,0,1,2,4
"ah well",2,0,1,2,3,0,0,2,8
"ah whatre",1,0,0,0,1,0,0,2,2
"ah yeah",1,0,1,1,4,0,0,2,7
"ah yes",1,0,0,0,0,1,4,2,6
"ah youre",0,0,1,4,2,0,2,2,9
"aha dont",1,0,1,0,0,0,0,2,2
"ahead call",2,0,2,0,0,0,0,2,4
"ahead cause",0,0,0,0,1,0,1,2,2
"ahead come",1,0,0,0,0,0,1,2,2
"ahead go",1,0,0,3,1,2,1,2,8
"ahead got",0,0,0,2,1,0,0,2,3
"ahead gotta",0,0,0,0,1,0,1,2,2
"ahead ill",0,0,0,1,0,0,1,2,2
"ahead im",2,0,0,0,1,0,1,2,4
"ahead look",0,0,0,1,1,0,0,2,2
"ahead oh",2,0,1,1,0,0,0,2,4
"ahead take",0,0,0,1,1,0,0,2,2
"ahead tell",1,0,2,0,0,0,0,2,3
"ahead time",0,0,0,1,0,0,1,2,2
"ahead yeah",0,0,0,0,1,0,1,2,2
"ahead youre",0,0,1,1,0,0,0,2,2
"ahh ahh",0,0,1,0,0,0,1,2,2
"ahh dont",0,0,0,0,4,0,2,2,6
"ahh good",2,0,2,0,0,0,0,2,4
"ahh hey",0,0,1,0,1,0,0,2,2
"ahh im",0,0,0,1,1,0,0,2,2
"ahh theyre",0,0,0,1,0,0,1,2,2
"ahh uh",0,0,0,1,0,0,1,2,2
"ahh yeah",2,0,0,1,0,0,0,2,3
"aids ribbon",0,0,1,0,0,0,3,2,4
"aids walk",0,0,0,5,2,0,3,2,10
"air conditioner",5,0,0,2,4,0,3,2,14
"air conditioning",3,0,1,1,1,0,0,2,6
"air just",0,0,1,1,0,0,0,2,2
"airport dont",0,0,1,0,0,0,1,2,2
"airport hey",0,0,0,1,1,0,0,2,2
"airport pick",0,0,0,1,1,0,0,2,2
"airport thats",0,0,1,1,1,0,0,2,3
"al jolson",0,0,0,1,0,2,1,2,4
"al netchie",0,0,3,0,0,0,2,2,5
"alarm clock",1,0,1,3,0,0,1,2,6
"alec berg",2,0,0,1,0,0,3,2,6
"allen movie",0,0,1,1,1,0,1,2,4
"alley well",2,0,0,1,0,0,0,2,3
"allison hi",0,0,1,0,1,0,0,2,2
"allow outside",0,0,0,1,1,0,1,2,3
"almost beat",0,0,0,0,1,1,0,2,2
"almost got",1,0,1,1,0,0,0,2,3
"almost makes",0,0,1,1,0,0,0,2,2
"almost went",0,0,0,1,0,1,0,2,2
"alone cant",0,0,0,1,0,0,1,2,2
"alone im",0,0,0,2,0,0,1,2,3
"alone long",0,0,0,2,1,0,0,2,3
"alone now",0,0,0,1,0,0,2,2,3
"alone well",1,0,2,0,0,0,0,2,3
"along great",2,0,0,1,0,0,0,2,3
"along guess",0,0,1,0,0,0,1,2,2
"along oh",0,0,1,0,1,0,0,2,2
"along think",1,0,1,0,0,0,0,2,2
"along way",0,0,1,1,0,0,0,2,2
"along well",2,0,2,1,0,0,2,2,7
"already bought",0,0,1,0,1,0,0,2,2
"already come",0,1,1,1,0,0,0,2,3
"already dont",0,0,1,4,0,0,1,2,6
"already get",2,0,0,1,0,0,0,2,3
"already got",2,0,1,2,0,0,3,2,8
"already know",1,0,0,1,0,0,0,2,2
"already left",0,0,0,1,0,0,2,2,3
"already made",0,0,0,1,0,0,2,2,3
"already saw",0,0,0,0,1,0,2,2,3
"already sold",0,0,0,0,1,0,1,2,2
"already thought",1,0,0,1,0,0,0,2,2
"already yeah",0,0,1,1,0,0,0,2,2
"already youre",0,0,1,1,0,0,0,2,2
"alright alright",5,0,18,18,14,1,2,2,58
"alright back",0,0,1,1,0,1,1,2,4
"alright bring",0,0,0,0,1,0,1,2,2
"alright bye",0,0,1,2,0,0,0,2,3
"alright can",1,0,1,2,1,0,2,2,7
"alright cmon",0,0,1,2,1,0,1,2,5
"alright come",1,0,0,5,2,1,1,2,10
"alright dont",0,0,0,3,0,0,1,2,4
"alright excuse",0,0,0,2,1,0,0,2,3
"alright fine",6,0,1,2,4,0,0,2,13
"alright forget",1,0,1,1,0,0,0,2,3
"alright funny",0,0,1,0,1,0,0,2,2
"alright george",0,1,0,0,1,0,2,2,4
"alright get",2,0,1,2,0,0,2,2,7
"alright getting",1,0,1,0,0,0,0,2,2
"alright go",1,0,5,1,2,1,3,2,13
"alright going",0,0,1,1,1,0,0,2,3
"alright gonna",0,0,0,0,1,0,1,2,2
"alright good",2,0,6,1,2,0,1,2,12
"alright got",0,0,4,4,1,0,4,2,13
"alright gotta",1,0,6,6,1,0,1,2,15
"alright guess",1,1,1,0,0,1,0,2,4
"alright hang",0,0,1,1,0,0,0,2,2
"alright hell",1,0,0,0,0,0,2,2,3
"alright hes",1,0,0,0,1,0,2,2,4
"alright hey",1,0,1,3,2,0,1,2,8
"alright hold",1,0,1,0,0,0,0,2,2
"alright hows",0,0,1,1,0,0,0,2,2
"alright ill",2,0,9,21,19,1,2,2,54
"alright im",3,0,4,9,10,0,3,2,29
"alright jerry",0,0,2,0,2,0,0,2,4
"alright just",1,0,5,8,0,0,0,2,14
"alright know",1,0,1,2,2,0,1,2,7
"alright leo",0,0,1,0,0,0,1,2,2
"alright let",0,0,0,2,0,0,1,2,3
"alright lets",4,0,6,5,3,4,4,2,26
"alright like",1,0,0,0,1,0,0,2,2
"alright listen",4,0,2,2,2,0,0,2,10
"alright look",1,0,3,1,6,0,0,2,11
"alright ma",0,0,1,1,0,0,0,2,2
"alright made",0,0,2,0,0,0,1,2,3
"alright maybe",0,0,3,2,0,0,0,2,5
"alright mr",1,0,0,0,0,0,2,2,3
"alright now",0,0,5,1,7,0,2,2,15
"alright oh",8,0,0,0,1,0,0,2,9
"alright ok",1,0,0,1,0,0,1,2,3
"alright okay",3,0,1,3,0,0,1,2,8
"alright put",0,0,0,1,1,0,0,2,2
"alright ready",0,0,0,1,0,0,1,2,2
"alright said",1,0,1,1,0,0,0,2,3
"alright see",0,0,2,0,1,0,2,2,5
"alright shes",0,0,1,2,0,0,0,2,3
"alright shut",1,0,0,1,0,0,0,2,2
"alright sit",0,0,0,1,0,0,1,2,2
"alright take",0,0,0,3,4,0,1,2,8
"alright tell",1,0,1,0,0,0,2,2,4
"alright thanks",0,0,1,2,0,0,0,2,3
"alright thats",3,0,6,6,2,0,3,2,20
"alright theres",1,0,0,1,0,0,0,2,2
"alright thing",0,0,1,1,0,0,0,2,2
"alright think",1,0,0,2,0,0,0,2,3
"alright uh",1,0,1,1,1,1,0,2,5
"alright well",10,0,3,5,8,1,4,2,31
"alright whats",1,0,2,1,1,0,2,2,7
"alright whos",0,0,0,0,1,1,0,2,2
"alright ya",0,0,1,1,0,0,0,2,2
"alright yeah",0,0,2,4,8,0,0,2,14
"alright youre",0,0,1,3,1,0,0,2,5
"also like",0,0,1,0,0,0,2,2,3
"although one",1,0,0,1,0,0,0,2,2
"alumni magazine",1,0,0,0,0,0,1,2,2
"always big",1,0,0,1,0,0,0,2,2
"always bragging",1,0,0,1,0,0,0,2,2
"always felt",0,0,2,1,0,1,2,2,6
"always get",0,0,0,1,0,0,1,2,2
"always go",0,0,1,1,0,0,0,2,2
"always got",1,0,0,1,0,0,0,2,2
"always hey",0,0,0,1,0,0,1,2,2
"always knew",0,0,1,0,0,0,2,2,3
"always know",0,0,2,1,0,0,0,2,3
"always late",0,0,2,2,0,0,0,2,4
"always look",0,0,1,0,0,0,1,2,2
"always loved",2,0,0,0,0,0,1,2,3
"always make",1,0,2,0,0,0,1,2,4
"always never",1,0,0,1,0,0,0,2,2
"always oh",0,0,1,0,0,0,2,2,3
"always one",0,0,0,1,1,0,0,2,2
"always pleasure",0,0,3,0,0,0,1,2,4
"always put",1,0,0,0,4,0,0,2,5
"always said",0,0,1,0,0,0,1,2,2
"always say",1,0,1,1,0,0,0,2,3
"always shes",0,0,1,0,0,0,1,2,2
"always something",0,0,0,1,2,0,0,2,3
"always take",0,0,1,1,0,0,1,2,3
"always tell",0,0,2,3,1,0,1,2,7
"always thought",2,0,1,1,2,0,0,2,6
"always try",1,0,0,0,0,0,1,2,2
"always vocal",0,0,1,1,0,0,0,2,2
"always wanted",3,0,2,3,2,0,1,2,11
"always wondered",0,0,1,0,1,0,1,2,3
"amazing havent",0,0,1,1,0,0,0,2,2
"amazing just",1,0,0,3,0,0,0,2,4
"amazing oh",1,0,0,0,0,0,1,2,2
"amazing technicolor",0,0,1,0,0,0,1,2,2
"amazing thing",0,0,3,2,0,0,0,2,5
"ambulance hey",0,0,0,0,1,0,1,2,2
"america yeah",0,0,1,1,0,0,0,2,2
"among us",0,0,0,1,0,0,1,2,2
"amsterdam avenue",1,0,0,0,0,0,2,2,3
"amy jeffrey",0,0,0,1,1,0,1,2,3
"andrea doria",1,0,2,0,1,0,1,2,5
"anguished oink",0,0,0,1,1,0,0,2,2
"ann landers",0,0,0,1,0,0,1,2,2
"anna dont",0,0,1,0,0,0,1,2,2
"anniversary know",0,0,1,0,0,0,1,2,2
"annoying little",0,0,2,3,1,0,0,2,6
"another bank",0,0,0,0,0,1,1,2,2
"another call",4,0,0,2,1,0,1,2,8
"another chance",0,0,1,1,1,0,1,2,4
"another day",1,0,0,1,0,0,0,2,2
"another doctor",0,0,1,0,1,0,0,2,2
"another dollar",1,0,1,0,0,0,0,2,2
"another five",0,0,1,1,0,0,0,2,2
"another gig",0,0,0,1,1,0,0,2,2
"another guy",0,0,1,1,0,0,0,2,2
"another job",0,0,3,3,0,0,0,2,6
"another man",0,1,0,1,0,0,0,2,2
"another meeting",0,0,2,1,0,0,0,2,3
"another one",2,2,3,10,2,0,4,2,23
"another plane",0,0,2,1,0,0,0,2,3
"another shot",1,0,0,3,0,0,0,2,4
"another ten",0,0,0,1,0,0,1,2,2
"another time",0,0,1,4,0,0,2,2,7
"another two",0,0,1,1,0,0,0,2,2
"another word",0,0,0,0,1,0,1,2,2
"answer phone",0,0,0,1,0,0,2,2,3
"answering machine",1,0,1,1,0,0,0,2,3
"answers phone",2,0,1,1,0,0,0,2,4
"anthony quinn",0,0,0,1,0,0,1,2,2
"antique store",0,0,8,1,0,0,0,2,9
"anybody anything",0,0,0,1,0,0,1,2,2
"anybody can",0,0,1,1,1,0,0,2,3
"anybody else",0,0,0,2,1,0,1,2,4
"anybody getting",1,0,2,0,0,0,0,2,3
"anybody hey",0,0,1,1,0,0,0,2,2
"anybody im",0,0,1,1,0,0,0,2,2
"anybody oh",1,0,0,1,0,0,0,2,2
"anybody see",2,0,2,2,0,0,1,2,7
"anybody want",0,0,1,2,1,0,0,2,4
"anybody well",0,0,1,2,0,0,1,2,4
"anybody youre",0,0,1,1,0,0,0,2,2
"anymore alright",1,0,0,1,0,0,0,2,2
"anymore either",2,0,1,0,0,0,1,2,4
"anymore im",0,0,6,2,0,0,1,2,9
"anymore know",0,0,0,1,0,0,1,2,2
"anymore sure",0,0,0,1,1,0,0,2,2
"anymore thats",0,0,1,1,0,0,0,2,2
"anymore well",1,0,0,0,0,0,1,2,2
"anymore yeah",2,0,2,5,0,0,0,2,9
"anymore youre",0,0,1,1,1,0,0,2,3
"anyone ah",0,0,1,0,0,0,1,2,2
"anyone call",1,0,0,0,0,0,1,2,2
"anyone can",1,0,0,3,0,0,2,2,6
"anyone else",4,0,0,1,0,0,2,2,7
"anyone ever",4,0,2,1,0,0,1,2,8
"anyone im",1,0,1,0,0,0,0,2,2
"anyone jerry",1,0,1,0,0,0,1,2,3
"anyone needs",1,0,0,0,0,0,1,2,2
"anyone oh",1,0,0,0,0,0,1,2,2
"anyone play",1,0,1,0,0,0,0,2,2
"anyone said",0,0,1,0,1,0,0,2,2
"anyone say",2,0,0,1,0,0,0,2,3
"anyone want",1,0,0,0,0,0,2,2,3
"anything actual",0,0,0,1,0,0,1,2,2
"anything alright",2,0,0,1,0,1,0,2,4
"anything anyone",0,0,1,1,0,0,0,2,2
"anything anything",1,0,0,0,0,0,1,2,2
"anything back",1,0,0,0,0,0,1,2,2
"anything can",4,0,6,2,2,1,1,2,16
"anything cant",0,0,2,4,0,0,0,2,6
"anything come",0,0,0,1,1,0,0,2,2
"anything common",0,0,1,1,0,0,1,2,3
"anything didnt",1,0,2,0,0,0,1,2,4
"anything dont",1,0,4,3,2,0,2,2,12
"anything drink",1,0,0,1,1,0,3,2,6
"anything elaine",0,0,2,3,0,0,0,2,5
"anything else",3,0,2,7,4,0,6,2,22
"anything everything",0,0,1,1,0,0,0,2,2
"anything first",0,0,1,0,0,0,1,2,2
"anything get",0,0,1,3,0,0,1,2,5
"anything goes",0,0,1,1,0,0,0,2,2
"anything going",1,0,1,0,0,0,0,2,2
"anything good",2,0,1,0,0,0,0,2,3
"anything got",0,0,1,0,1,0,1,2,3
"anything happen",1,0,1,2,0,0,1,2,5
"anything happens",1,0,1,0,0,0,0,2,2
"anything hes",0,0,0,2,0,0,1,2,3
"anything hey",0,0,0,1,1,0,0,2,2
"anything im",1,0,0,3,0,0,2,2,6
"anything jerry",0,0,2,1,0,0,1,2,4
"anything just",1,0,0,4,1,0,2,2,8
"anything kind",0,0,1,0,0,0,1,2,2
"anything know",3,0,1,2,2,0,0,2,8
"anything kramer",0,0,1,2,0,0,0,2,3
"anything kramers",1,0,0,0,0,0,1,2,2
"anything like",3,0,3,4,0,0,5,2,15
"anything lunch",0,0,1,1,0,0,0,2,2
"anything mean",1,0,0,0,0,0,1,2,2
"anything nothing",0,0,1,0,0,0,3,2,4
"anything now",1,0,0,0,1,0,0,2,2
"anything oh",3,0,3,8,6,0,1,2,21
"anything really",0,0,1,2,0,0,1,2,4
"anything recommend",1,0,0,0,0,0,1,2,2
"anything said",0,0,1,1,0,0,0,2,2
"anything saw",0,0,1,1,0,0,0,2,2
"anything see",1,0,2,1,1,0,0,2,5
"anything swear",0,0,1,0,0,1,0,2,2
"anything thats",1,0,1,4,0,0,0,2,6
"anything theyre",0,0,0,1,0,0,2,2,3
"anything think",1,0,0,0,0,0,1,2,2
"anything thinks",1,0,0,0,1,0,0,2,2
"anything uh",1,0,3,1,0,0,0,2,5
"anything unusual",1,0,0,1,0,0,0,2,2
"anything want",1,0,1,0,0,0,1,2,3
"anything well",3,0,1,4,2,0,3,2,13
"anything whats",0,0,1,2,0,0,0,2,3
"anything world",0,0,0,0,1,0,1,2,2
"anything wrong",2,1,3,2,3,0,5,2,16
"anything ya",0,0,1,0,0,0,2,2,3
"anything yeah",2,0,1,4,1,0,2,2,10
"anything yet",0,0,0,1,0,0,1,2,2
"anything youre",0,0,0,2,0,0,3,2,5
"anythings possible",1,0,0,1,0,0,0,2,2
"anytown usa",0,0,0,1,1,0,0,2,2
"anyway asked",0,0,0,0,1,0,1,2,2
"anyway can",0,0,1,1,0,0,1,2,3
"anyway didnt",0,0,0,1,0,0,1,2,2
"anyway dont",0,0,2,2,0,0,0,2,4
"anyway get",1,0,1,0,0,0,0,2,2
"anyway hes",0,0,0,0,1,0,2,2,3
"anyway hum",1,0,1,0,0,0,0,2,2
"anyway im",1,0,2,3,0,0,1,2,7
"anyway jerry",1,0,0,0,1,0,1,2,3
"anyway just",0,0,2,2,0,2,2,2,8
"anyway know",1,0,0,1,0,0,0,2,2
"anyway like",0,1,0,1,0,0,0,2,2
"anyway look",2,0,1,0,0,0,0,2,3
"anyway oh",0,0,1,2,0,0,1,2,4
"anyway right",0,0,1,1,0,0,0,2,2
"anyway shes",0,0,1,1,0,0,1,2,3
"anyway think",1,0,3,0,0,0,1,2,5
"anyway thinking",0,0,1,0,0,0,2,2,3
"anyway thought",1,0,0,0,0,0,2,2,3
"anyway uh",0,0,1,0,0,0,2,2,3
"anyway um",1,0,0,0,1,0,0,2,2
"anyway want",0,1,0,0,0,0,1,2,2
"anyway well",0,0,0,0,0,1,1,2,2
"anywhere city",0,0,1,1,0,0,0,2,2
"anywhere get",1,0,0,0,0,0,1,2,2
"anywhere want",2,0,0,2,0,0,2,2,6
"apart just",1,0,1,0,0,0,0,2,2
"apartment building",2,0,1,2,0,0,1,2,6
"apartment didnt",0,0,0,1,0,0,1,2,2
"apartment dont",2,0,0,0,1,0,2,2,5
"apartment fumigated",1,0,1,0,0,0,0,2,2
"apartment george",1,0,0,0,0,0,1,2,2
"apartment hes",1,0,0,0,0,0,1,2,2
"apartment ill",1,0,0,0,1,0,0,2,2
"apartment im",1,0,1,2,1,0,0,2,5
"apartment ive",0,0,1,1,0,0,0,2,2
"apartment jerry",0,0,1,0,0,0,1,2,2
"apartment just",0,0,1,1,0,0,0,2,2
"apartment like",0,0,1,1,0,0,0,2,2
"apartment oh",1,0,2,1,0,0,1,2,5
"apartment really",0,0,0,1,0,0,1,2,2
"apartment right",0,0,2,1,0,0,0,2,3
"apartment th",0,0,2,1,0,0,0,2,3
"apartment uh",0,0,1,1,0,0,0,2,2
"apartment wait",0,0,1,1,0,0,0,2,2
"apartment watching",0,0,1,2,0,0,0,2,3
"apartment well",0,0,2,1,2,0,3,2,8
"apartment whats",0,0,0,1,0,0,1,2,2
"apartment yeah",0,0,1,2,1,0,0,2,4
"apartment yes",0,0,1,0,0,0,1,2,2
"apartment youre",1,0,0,1,1,0,1,2,4
"ape im",0,0,0,0,1,0,1,2,2
"apologize virgin",1,0,0,1,0,0,0,2,2
"apologize yes",0,0,1,0,0,0,1,2,2
"appeal posse",0,0,0,1,0,0,1,2,2
"apple pie",0,1,0,7,0,0,0,2,8
"apply job",2,0,1,0,0,0,0,2,3
"appointment well",0,0,1,1,0,0,0,2,2
"appreciate coming",0,0,1,0,0,0,1,2,2
"arabian mocha",0,0,2,0,0,0,1,2,3
"architect just",0,0,0,1,0,0,1,2,2
"area code",1,0,0,1,0,0,2,2,4
"arent even",3,0,0,1,0,0,0,2,4
"arent going",1,0,0,2,1,0,2,2,6
"arent gonna",1,0,1,3,1,0,1,2,7
"arent hey",0,0,0,1,0,0,2,2,3
"arent ice",0,0,0,1,0,0,1,2,2
"arent important",0,0,1,0,0,0,1,2,2
"arent keys",1,0,1,0,0,0,0,2,2
"arent oh",0,0,0,1,1,0,2,2,4
"arent thats",0,0,0,1,0,0,1,2,2
"arm around",0,0,0,2,1,0,0,2,3
"arm cant",0,0,2,0,1,0,0,2,3
"arm well",1,0,0,0,1,0,0,2,2
"armoire yeah",0,0,0,2,4,0,0,2,6
"arms legs",0,0,0,0,1,0,1,2,2
"arms little",1,0,0,0,0,0,1,2,2
"arms tap",0,0,0,0,1,0,1,2,2
"arnold deensfrei",1,0,0,0,0,0,1,2,2
"around big",0,0,1,0,0,0,1,2,2
"around can",0,0,1,0,1,0,0,2,2
"around cant",0,0,0,1,0,0,1,2,2
"around coffee",1,0,0,2,0,0,1,2,4
"around corner",1,0,3,0,0,0,0,2,4
"around dont",0,0,2,2,0,0,0,2,4
"around front",0,0,0,1,0,0,1,2,2
"around george",1,0,0,1,1,0,0,2,3
"around get",1,0,0,0,0,0,1,2,2
"around got",1,0,0,0,1,0,0,2,2
"around hey",1,0,1,0,2,0,0,2,4
"around house",0,0,1,2,0,0,1,2,4
"around id",1,0,0,0,1,0,0,2,2
"around im",0,0,1,0,4,0,1,2,6
"around just",1,0,0,1,0,0,1,2,3
"around know",0,0,0,1,2,0,1,2,4
"around kramer",0,0,1,0,0,0,1,2,2
"around like",2,0,2,4,1,0,1,2,10
"around naked",1,0,0,2,1,0,0,2,4
"around office",0,0,1,0,0,0,1,2,2
"around oh",0,0,0,1,3,0,1,2,5
"around outside",0,0,1,1,0,0,0,2,2
"around reading",1,0,0,0,1,0,0,2,2
"around see",0,0,0,1,0,0,1,2,2
"around something",1,0,1,0,0,0,0,2,2
"around somewhere",0,0,0,5,1,0,0,2,6
"around thats",0,0,1,2,0,0,1,2,4
"around time",1,0,1,0,0,0,0,2,2
"around underwear",0,0,1,1,0,0,0,2,2
"around vandaley",0,0,1,1,0,0,0,2,2
"around want",1,0,0,0,0,0,1,2,2
"around well",1,0,0,1,2,0,2,2,6
"around went",1,0,1,0,0,0,0,2,2
"around will",0,0,0,0,1,0,1,2,2
"around wont",0,0,0,0,1,0,1,2,2
"art corr",0,0,1,1,0,0,0,2,2
"art seduction",0,0,0,1,1,0,0,2,2
"art vandelay",3,0,5,0,0,0,3,2,11
"arthur berkhardt",0,0,0,0,1,0,1,2,2
"arthur conan",0,0,1,0,0,0,1,2,2
"artie shaw",1,0,0,0,0,0,1,2,2
"artistic integrity",0,0,1,2,0,0,0,2,3
"aryan union",0,0,1,0,0,0,1,2,2
"ask anyone",0,0,1,0,0,0,1,2,2
"ask arm",1,0,2,0,0,0,0,2,3
"ask ball",0,0,0,0,1,0,1,2,2
"ask can",0,0,0,2,0,0,1,2,3
"ask come",1,0,0,1,0,0,0,2,2
"ask didnt",2,0,1,0,0,1,0,2,4
"ask doctor",1,0,0,1,0,0,0,2,2
"ask doesnt",1,0,0,1,0,0,0,2,2
"ask dont",2,0,0,1,0,0,1,2,4
"ask elaine",0,0,1,2,0,0,4,2,7
"ask get",1,1,0,1,0,0,0,2,3
"ask go",0,0,0,1,2,0,0,2,3
"ask going",0,0,1,1,0,0,0,2,2
"ask got",1,0,0,0,2,0,1,2,4
"ask guy",0,0,1,2,0,0,0,2,3
"ask jerry",2,0,2,0,0,0,0,2,4
"ask kramer",0,0,1,2,0,0,0,2,3
"ask leave",0,0,0,1,0,0,1,2,2
"ask lunch",1,0,1,0,0,0,0,2,2
"ask now",1,0,0,1,0,0,1,2,3
"ask oh",0,0,0,1,1,0,0,2,2
"ask parents",2,0,0,2,0,0,0,2,4
"ask question",4,0,9,12,0,0,2,2,27
"ask questions",1,0,1,0,2,0,0,2,4
"ask saw",0,0,1,0,0,0,1,2,2
"ask shes",0,0,1,1,0,0,0,2,2
"ask someone",0,0,0,3,0,0,1,2,4
"ask something",7,0,10,5,2,0,7,2,31
"ask susan",0,0,1,1,0,0,0,2,2
"ask woman",1,0,1,2,0,0,0,2,4
"ask youre",0,0,1,1,0,0,0,2,2
"asked friend",0,0,0,1,0,0,1,2,2
"asked give",1,0,0,0,0,0,1,2,2
"asked go",1,0,1,0,0,0,0,2,2
"asked help",0,0,1,1,0,0,0,2,2
"asked jerry",1,0,0,1,0,0,0,2,2
"asked mr",1,0,0,0,0,0,2,2,3
"asked said",0,0,0,1,0,0,1,2,2
"asked ticket",0,0,1,0,0,0,1,2,2
"asked told",0,0,1,0,0,0,1,2,2
"asked wanted",0,0,2,1,0,0,2,2,5
"asked watch",0,0,0,1,0,0,1,2,2
"ass face",1,0,0,0,0,0,1,2,2
"associates right",0,0,1,0,1,0,0,2,2
"assume theres",0,0,1,0,1,0,0,2,2
"astonishing tales",0,0,0,1,1,0,0,2,2
"astronaut pen",0,0,0,1,0,0,1,2,2
"astronauts use",1,0,0,0,0,0,1,2,2
"ate entire",0,0,1,0,1,0,0,2,2
"ate whole",0,0,1,1,0,0,0,2,2
"atlantic city",0,0,0,3,0,0,1,2,4
"atm card",0,0,1,0,0,0,1,2,2
"atomic sub",3,0,0,1,0,0,0,2,4
"attractive man",0,0,1,0,2,0,0,2,3
"attractive okay",1,0,0,1,0,0,0,2,2
"attractive woman",0,0,1,0,0,0,1,2,2
"aunt baby",0,0,2,0,0,0,1,2,3
"aunt phyllis",0,0,1,0,0,0,1,2,2
"auto show",0,0,1,1,0,0,0,2,2
"autographed picture",2,0,0,1,0,0,0,2,3
"avenue bar",0,0,3,0,0,0,1,2,4
"aver martone",1,0,0,1,0,0,0,2,2
