"word","ELAINE","FRANK","GEORGE","JERRY","KRAMER","NEWMAN","OTHER","gram","sum"
"take nap youre",1,0,0,0,0,0,1,3,2
"take oh come",1,0,0,0,1,0,0,3,2
"take test cant",0,0,1,1,0,0,0,3,2
"taking care dog",1,0,0,1,0,0,0,3,2
"taking iq test",0,0,0,1,1,0,0,3,2
"talk dont know",0,0,0,1,1,0,0,3,2
"talk jerry jerry",0,0,1,1,1,0,0,3,3
"talk jerry right",0,0,1,1,0,0,0,3,2
"talk oh god",0,0,1,0,0,0,1,3,2
"talked lot things",1,0,0,0,1,0,0,3,2
"talking dont know",0,0,0,1,0,0,1,3,2
"talking people right",0,0,0,1,0,0,1,3,2
"talking right now",1,0,0,0,0,0,1,3,2
"talking yeah yeah",1,0,0,1,0,0,0,3,2
"taste mine dont",1,0,1,0,0,0,0,3,2
"ted danson hey",0,0,0,1,0,0,1,3,2
"tell anyone jerry",1,0,0,0,0,0,1,3,2
"tell cant say",0,0,0,1,1,0,0,3,2
"tell cant tell",0,0,1,0,0,1,0,3,2
"tell dont ask",0,0,1,1,0,0,0,3,2
"tell dont know",0,0,1,1,1,0,1,3,4
"tell dont want",1,0,0,0,0,0,1,3,2
"tell id like",0,0,1,1,0,0,1,3,3
"tell ill give",0,0,0,1,1,0,0,3,2
"tell ill tell",0,0,0,1,1,0,0,3,2
"tell im gonna",2,0,0,1,1,0,1,3,5
"tell im looking",0,0,0,0,1,0,1,3,2
"tell im really",1,0,1,1,0,0,0,3,3
"tell im sorry",0,0,1,1,0,0,0,3,2
"tell jerry im",0,0,1,0,0,0,1,3,2
"tell later said",0,0,1,1,0,0,0,3,2
"tell little secret",0,0,0,0,1,0,1,3,2
"tell next time",0,0,0,0,1,0,1,3,2
"tell oh yeah",1,0,2,0,0,0,1,3,4
"tell one thing",0,0,1,1,0,0,0,3,2
"tell really dont",0,0,1,0,0,0,1,3,2
"tell right now",1,0,0,1,0,0,0,3,2
"tell shes going",0,0,1,1,0,0,0,3,2
"tell something else",0,0,2,0,1,0,2,3,5
"tell something jerry",0,0,1,0,0,0,2,3,3
"tell something like",1,0,1,0,0,0,0,3,2
"tell think funny",1,0,0,1,0,0,0,3,2
"tell think think",0,0,0,1,1,0,0,3,2
"tell truth dont",0,0,1,1,0,0,0,3,2
"tell well know",0,0,1,1,0,0,0,3,2
"tell ya see",0,0,0,2,0,0,1,3,3
"telling theres one",0,1,0,1,0,0,0,3,2
"ten car lengths",0,0,1,0,0,1,1,3,3
"ten dollars thats",1,0,1,0,0,0,0,3,2
"ten minutes im",0,0,1,0,0,0,1,3,2
"ten minutes right",1,0,0,0,1,0,0,3,2
"ten ten thousand",0,0,1,0,0,0,1,3,2
"ten thousand dollars",0,0,1,0,1,0,0,3,2
"ten years ago",1,0,0,0,1,0,2,3,4
"ten years old",0,0,1,1,0,0,1,3,3
"term dont know",0,0,0,1,0,0,1,3,2
"terrible gonna happen",1,0,1,0,0,0,0,3,2
"terribly sorry mr",0,0,0,0,1,0,1,3,2
"test bladder system",0,0,1,0,1,0,0,3,2
"th avenue bar",0,0,3,0,0,0,1,3,4
"thank god youre",0,0,2,1,1,0,0,3,4
"thank mr peterman",2,0,0,0,1,0,0,3,3
"thank much im",0,0,1,1,0,0,0,3,2
"thank much just",1,0,1,0,0,0,0,3,2
"thank much really",1,0,0,1,0,0,0,3,2
"thank much thank",1,0,0,1,0,0,0,3,2
"thank thank much",2,0,4,2,1,0,1,3,10
"thank thank thank",1,0,0,0,1,0,0,3,2
"thanks cant believe",0,0,1,2,0,0,0,3,3
"thanks ive got",1,0,0,0,0,0,1,3,2
"thanks lot ill",0,0,2,0,0,0,1,3,3
"thanks thanks lot",0,0,2,1,0,0,0,3,3
"thanks yeah got",0,0,0,0,1,0,1,3,2
"thanksgiving day parade",0,0,0,1,0,0,2,3,3
"thats bad idea",0,0,1,1,0,0,1,3,3
"thats bad now",0,0,0,1,1,0,0,3,2
"thats bad really",0,0,0,1,0,0,1,3,2
"thats bad well",0,0,1,2,0,0,1,3,4
"thats come yeah",0,0,0,0,1,0,1,3,2
"thats dont know",0,0,1,1,1,0,0,3,3
"thats enough already",0,0,0,1,0,0,1,3,2
"thats enough gotta",1,0,1,0,0,0,0,3,2
"thats enough lets",0,0,0,1,0,0,1,3,2
"thats enough now",2,0,0,1,0,0,0,3,3
"thats enough today",0,0,1,1,0,0,0,3,2
"thats enough youre",0,0,1,0,0,0,1,3,2
"thats exactly im",0,0,1,0,1,0,1,3,3
"thats exactly said",0,0,1,0,1,0,0,3,2
"thats fantastic can",1,0,0,1,0,0,0,3,2
"thats funny thats",1,0,0,1,0,0,0,3,2
"thats funny word",0,0,1,0,0,0,1,3,2
"thats funny yeah",0,0,0,1,1,0,0,3,2
"thats going good",0,0,0,1,0,0,1,3,2
"thats gonna good",0,0,0,1,0,0,1,3,2
"thats good idea",2,0,1,3,0,0,4,3,10
"thats good im",0,0,1,0,1,0,0,3,2
"thats good oh",1,0,0,0,7,0,0,3,8
"thats good one",0,0,1,1,0,0,0,3,2
"thats good question",2,0,1,0,0,0,0,3,3
"thats good really",0,0,0,1,1,0,0,3,2
"thats good score",0,0,1,1,0,0,0,3,2
"thats good stuff",0,0,0,1,0,1,0,3,2
"thats good thats",0,0,1,1,3,0,0,3,5
"thats good well",0,0,1,1,0,0,0,3,2
"thats good work",1,0,0,0,1,0,0,3,2
"thats good yeah",0,0,1,1,0,0,0,3,2
"thats got nothing",0,0,1,1,0,0,0,3,2
"thats gotta hurt",0,0,2,1,0,0,0,3,3
"thats great george",1,0,0,0,0,0,1,3,2
"thats great idea",0,0,1,1,0,0,0,3,2
"thats great thats",0,0,3,1,0,0,0,3,4
"thats id like",0,0,1,0,0,0,1,3,2
"thats im going",0,0,0,1,0,0,2,3,3
"thats im gonna",0,0,1,1,1,0,0,3,3
"thats im saying",1,0,1,0,0,0,0,3,2
"thats im talking",0,0,0,1,0,0,1,3,2
"thats im trying",0,0,1,1,1,0,0,3,3
"thats important thing",0,0,0,1,0,0,1,3,2
"thats last thing",0,0,0,2,0,0,1,3,3
"thats led billy",1,0,0,0,1,0,0,3,2
"thats lot pressure",0,0,1,1,0,0,0,3,2
"thats new area",0,0,0,1,0,0,1,3,2
"thats nice know",0,0,0,1,0,0,1,3,2
"thats nice thats",1,0,0,3,0,0,0,3,4
"thats nice well",1,0,0,1,1,0,0,3,3
"thats ok really",0,0,1,1,0,0,0,3,2
"thats okay okay",1,0,0,0,1,0,0,3,2
"thats one big",0,0,0,2,1,0,0,3,3
"thats one things",0,0,0,0,1,0,1,3,2
"thats preposterous can",1,0,0,0,0,1,0,3,2
"thats pretty big",1,0,0,1,0,0,0,3,2
"thats pretty good",1,0,2,0,2,0,1,3,6
"thats really think",1,0,0,1,0,0,0,3,2
"thats ridiculous want",1,0,0,1,0,0,0,3,2
"thats right didnt",0,0,1,0,0,0,1,3,2
"thats right dont",1,0,0,2,1,0,3,3,7
"thats right go",2,0,0,0,0,0,1,3,3
"thats right got",2,0,1,2,1,0,0,3,6
"thats right heard",1,0,1,0,0,0,0,3,2
"thats right hes",1,0,0,0,1,0,0,3,2
"thats right im",0,0,2,1,1,0,1,3,5
"thats right let",0,0,1,1,0,0,0,3,2
"thats right mean",0,0,1,1,0,0,0,3,2
"thats right new",1,0,1,0,0,0,0,3,2
"thats right now",0,0,0,0,2,0,1,3,3
"thats right oh",1,0,1,0,6,0,0,3,8
"thats right thats",0,1,1,0,0,0,2,3,4
"thats right theyre",1,0,0,0,0,0,2,3,3
"thats right well",0,0,1,1,2,1,3,3,8
"thats right whats",0,0,1,0,0,0,2,3,3
"thats right yeah",0,0,1,0,3,0,2,3,6
"thats right youre",0,0,0,2,2,0,0,3,4
"thats tough one",0,0,0,1,0,0,1,3,2
"thats true ill",0,0,0,1,1,0,0,3,2
"thats true know",0,0,0,2,1,0,0,3,3
"thats true well",0,0,0,2,1,0,0,3,3
"thats wanna know",0,0,1,0,1,0,0,3,2
"thats weird well",0,0,0,0,1,0,1,3,2
"thats wonderful news",0,0,0,1,0,0,1,3,2
"thats youre going",0,0,1,2,0,0,0,3,3
"theres anything can",1,0,2,0,0,0,0,3,3
"theres anything wrong",0,0,1,1,1,0,1,3,4
"theres just nothing",1,0,0,1,1,0,0,3,3
"theres mental hospital",0,0,0,1,0,0,1,3,2
"theres naked woman",0,0,0,1,1,0,0,3,2
"theres nothing can",0,0,1,2,0,0,2,3,5
"theres nothing see",0,0,0,1,1,0,0,3,2
"theres nothing talk",0,0,2,1,0,0,0,3,3
"theres nothing wrong",1,0,2,4,1,0,1,3,9
"theres one person",0,0,1,1,0,0,0,3,2
"theres one way",0,0,0,1,1,0,0,3,2
"theres really much",2,0,0,1,0,0,0,3,3
"theres really nothing",1,0,0,1,0,0,0,3,2
"theres show thats",0,0,1,0,0,0,1,3,2
"theres someone id",0,0,1,0,0,0,2,3,3
"theres something air",0,0,1,0,3,0,0,3,4
"theres something tell",0,0,1,1,1,0,0,3,3
"theres something wrong",1,0,3,2,0,0,2,3,8
"theres spot right",0,0,1,1,0,0,0,3,2
"theres toilet paper",1,0,0,0,0,0,1,3,2
"theres way can",0,0,2,1,0,1,1,3,5
"theres way youre",0,0,0,1,0,0,2,3,3
"theyre cloning sheep",0,0,0,1,1,0,0,3,2
"theyre going back",1,0,0,1,0,0,0,3,2
"theyre going get",0,0,0,1,1,0,0,3,2
"theyre gonna leave",0,0,0,2,0,0,1,3,3
"theyre ladies glasses",0,0,0,1,1,0,0,3,2
"theyre real cubans",0,0,0,1,1,0,0,3,2
"theyre real theyre",0,0,0,0,1,0,1,3,2
"theyre running outta",0,0,0,1,0,0,2,3,3
"theyre taking lunch",0,0,1,1,0,0,0,3,2
"theyre trying screw",0,0,1,0,1,0,0,3,2
"thick lustrous hair",0,0,1,1,0,0,0,3,2
"thing can think",0,0,1,1,0,0,0,3,2
"thing didnt get",0,0,0,0,1,0,1,3,2
"thing dont know",1,0,1,1,0,0,0,3,3
"thing ever happened",0,0,1,1,0,0,0,3,2
"thing gonna get",1,0,0,1,0,0,0,3,2
"thing hey george",1,0,1,0,0,0,0,3,2
"thing ive ever",1,0,1,1,1,0,0,3,4
"thing know im",1,0,3,1,0,0,0,3,5
"thing know youre",1,0,0,0,1,0,1,3,3
"thing thats right",0,0,1,2,0,0,0,3,3
"thing tomorrow morning",0,0,1,0,0,0,1,3,2
"thing yeah thats",1,0,0,1,0,0,0,3,2
"thing yeah yeah",4,0,0,0,0,0,1,3,5
"thing youre going",0,0,0,0,1,0,1,3,2
"things dont know",0,0,1,0,0,0,1,3,2
"things going great",0,0,1,1,0,0,0,3,2
"things gonna different",0,0,0,1,0,0,1,3,2
"things ive ever",0,0,1,1,0,0,0,3,2
"think black white",0,0,0,1,0,0,2,3,3
"think can attract",1,0,1,0,0,0,0,3,2
"think can believe",0,0,1,1,0,0,0,3,2
"think can get",2,0,0,2,3,0,2,3,9
"think can go",1,0,1,0,0,0,0,3,2
"think can handle",0,1,0,1,0,0,1,3,3
"think can help",0,0,0,1,0,0,2,3,3
"think can know",1,0,0,1,0,0,0,3,2
"think can make",0,0,0,1,0,0,1,3,2
"think can put",1,0,1,0,0,0,0,3,2
"think can take",0,0,0,1,1,0,1,3,3
"think dont even",1,0,0,0,1,0,0,3,2
"think dont know",3,2,3,1,0,0,2,3,11
"think fantastic idea",1,0,0,1,0,0,0,3,2
"think gonna make",0,0,0,1,0,0,2,3,3
"think good idea",1,0,0,1,1,0,0,3,3
"think good job",0,1,0,1,0,0,0,3,2
"think hed really",0,0,1,0,0,0,1,3,2
"think hes gonna",0,0,1,1,1,0,0,3,3
"think hes got",1,0,0,1,1,0,0,3,3
"think hes trying",1,0,0,1,0,0,0,3,2
"think id come",0,0,0,1,0,0,1,3,2
"think ill get",0,0,0,1,0,0,1,3,2
"think ill just",0,0,0,2,0,0,1,3,3
"think ill let",1,0,0,1,0,0,0,3,2
"think im getting",0,1,1,3,0,0,0,3,5
"think im going",1,0,4,1,2,0,6,3,14
"think im gonna",1,0,1,7,0,0,4,3,13
"think im love",0,0,1,1,0,0,0,3,2
"think im pretty",0,0,2,1,0,0,0,3,3
"think im really",0,0,1,0,0,0,1,3,2
"think im talking",0,0,1,1,0,0,0,3,2
"think im trying",1,0,0,0,0,0,1,3,2
"think ive changed",0,0,1,1,0,0,0,3,2
"think ive ever",0,0,1,0,0,0,1,3,2
"think ive got",1,1,0,0,0,0,0,3,2
"think ive seen",0,0,0,4,0,0,1,3,5
"think know like",0,0,1,1,0,0,0,3,2
"think like well",0,0,0,0,1,0,1,3,2
"think may something",0,0,0,1,0,0,1,3,2
"think need talk",0,0,4,0,0,0,1,3,5
"think oh god",0,0,1,1,0,0,0,3,2
"think oh well",2,0,1,0,0,0,0,3,3
"think oh yeah",0,0,0,1,0,0,1,3,2
"think really dont",0,0,2,1,0,0,0,3,3
"think see anymore",1,0,1,2,0,0,1,3,5
"think shes attractive",0,0,0,1,0,0,1,3,2
"think shes beautiful",1,0,0,0,0,0,2,3,3
"think shes good",0,0,1,2,0,0,0,3,3
"think something hey",0,0,1,0,1,0,0,3,2
"think thats enough",1,0,0,1,0,0,0,3,2
"think theyre gonna",0,0,1,2,0,0,0,3,3
"think theyre real",1,0,0,0,1,0,0,3,2
"think think im",2,0,0,1,0,0,0,3,3
"think want date",0,0,0,1,0,0,1,3,2
"think want well",0,0,1,1,0,0,0,3,2
"think well know",1,0,0,0,0,0,1,3,2
"think yeah guess",0,0,0,1,0,0,1,3,2
"think yeah thats",1,0,0,0,1,0,0,3,2
"think yeah yeah",2,0,1,0,0,0,1,3,4
"think youd show",0,0,0,2,0,0,1,3,3
"think youll find",0,0,1,0,0,0,1,3,2
"think youre better",0,0,0,2,0,0,6,3,8
"think youre getting",1,0,0,1,0,0,0,3,2
"think youre going",1,0,2,2,1,0,2,3,8
"think youre gonna",2,0,0,1,0,0,3,3,6
"think youre love",0,0,0,1,1,0,0,3,2
"think youre making",0,0,0,1,0,0,1,3,2
"think youre talking",0,0,1,0,1,0,1,3,3
"think youre wrong",0,0,1,2,3,0,0,3,6
"think youve done",0,0,1,0,0,0,1,3,2
"thinking dont know",0,0,0,1,0,0,1,3,2
"thinking ive got",1,0,1,0,0,0,0,3,2
"thinking maybe shouldnt",1,0,0,0,0,0,1,3,2
"thinks youre phony",1,0,0,0,2,0,0,3,3
"though dont think",1,0,1,0,0,0,0,3,2
"thought going movies",0,0,0,1,1,0,0,3,2
"thought pretty good",2,0,0,1,0,0,1,3,4
"thousand dollars apartment",0,0,0,0,1,0,1,3,2
"thousand dollars cant",0,0,1,1,0,0,1,3,3
"thousand dollars hey",0,0,1,1,0,0,0,3,2
"thousand dollars thats",1,0,1,1,0,0,0,3,3
"three days hasnt",1,0,0,1,0,0,0,3,2
"three hundred month",1,0,0,1,0,0,0,3,2
"three nights ago",0,0,0,1,0,0,1,3,2
"three o clock",1,0,0,1,1,0,0,3,3
"three times know",1,0,0,0,0,1,0,3,2
"three years oh",0,0,0,1,0,0,1,3,2
"throws hips kilter",0,0,1,0,1,0,0,3,2
"ticket im going",0,0,1,0,1,0,0,3,2
"ticket kramer oh",0,0,1,0,1,0,0,3,2
"tickets oh yeah",1,0,0,0,1,0,0,3,2
"tim whatley one",0,0,0,1,0,0,1,3,2
"time dont know",0,0,0,2,0,0,1,3,3
"time dont think",0,0,0,1,0,0,1,3,2
"time hey hey",1,0,1,0,0,0,0,3,2
"time hey oh",0,0,0,3,1,0,0,3,4
"time now come",0,0,0,0,1,1,0,3,2
"time right now",0,0,1,0,1,0,0,3,2
"time see looks",0,0,0,1,0,0,1,3,2
"time thats right",0,0,1,0,1,0,0,3,2
"time trying get",1,0,1,0,0,0,0,3,2
"time well thank",1,0,0,1,0,0,0,3,2
"time wouldnt believe",0,0,0,1,0,0,1,3,2
"time yeah yeah",2,0,0,2,0,0,0,3,4
"timeless art seduction",0,0,0,1,1,0,0,3,2
"today dont think",0,0,1,1,0,0,0,3,2
"today little jerry",0,0,0,1,0,0,1,3,2
"today oh yeah",0,0,0,0,1,0,1,3,2
"today theres show",0,0,1,0,0,0,1,3,2
"today yeah hes",1,0,0,0,0,0,1,3,2
"todays lucky day",1,0,1,0,1,0,0,3,3
"todd oh yeah",0,0,0,1,1,0,0,3,2
"together dont think",0,0,1,1,0,0,0,3,2
"together dont want",0,0,0,1,0,0,1,3,2
"together tomorrow night",1,0,0,0,0,0,1,3,2
"toilet paper yeah",0,0,1,0,0,0,1,3,2
"toilet stalls yankee",0,0,1,1,0,0,0,3,2
"told cant hear",1,0,0,0,1,0,0,3,2
"told dont understand",1,0,0,1,0,0,0,3,2
"told dont want",0,0,0,1,0,0,1,3,2
"told say anything",0,0,1,3,0,0,0,3,4
"told thinks youre",1,0,0,0,1,0,0,3,2
"told whole story",0,0,0,1,2,0,0,3,3
"told ya hey",1,0,1,0,0,0,0,3,2
"told ya just",0,0,0,1,1,0,0,3,2
"told yes yes",1,0,0,1,0,0,0,3,2
"told youre gonna",0,0,0,0,1,0,1,3,2
"tomorrow dont know",1,0,0,1,0,0,0,3,2
"tomorrow want come",0,0,0,1,1,0,0,3,2
"tomorrow well go",0,0,0,1,0,0,1,3,2
"tonight dont know",0,0,0,1,1,0,0,3,2
"tonight show thursday",0,0,0,1,0,0,1,3,2
"tonight whats wrong",1,0,0,0,0,0,1,3,2
"tonsils taken well",0,0,1,0,0,0,1,3,2
"took babu away",1,0,0,1,0,0,0,3,2
"took long hey",0,0,0,0,1,0,1,3,2
"took one shows",0,0,1,0,0,0,1,3,2
"triangle guy yeah",1,0,0,1,0,0,0,3,2
"trouble big trouble",1,0,1,0,0,0,0,3,2
"truth dont know",1,0,0,1,1,0,0,3,3
"truth want truth",1,0,1,0,0,0,0,3,2
"try piece tell",0,0,0,0,1,0,1,3,2
"try something like",0,0,1,0,0,0,1,3,2
"trying get rid",0,0,0,0,1,0,1,3,2
"trying get touch",0,0,0,1,0,0,1,3,2
"trying help think",1,0,0,0,0,0,1,3,2
"tuna tastes like",1,0,1,0,0,0,0,3,2
"two days ago",0,0,2,0,1,0,1,3,4
"two days im",0,0,1,0,1,0,0,3,2
"two home runs",0,0,0,0,2,0,2,3,4
"two hours give",0,0,0,1,0,1,0,3,2
"two hundred dollars",0,0,1,4,0,0,2,3,7
"two loops back",0,1,1,0,0,0,0,3,2
"two months ago",2,1,0,1,0,0,0,3,4
"two o clock",0,0,0,1,0,0,1,3,2
"two oclock morning",0,0,1,0,0,0,1,3,2
"two pieces pizza",0,0,0,1,0,0,1,3,2
"two years ago",1,0,1,1,3,0,0,3,6
"ugly emit foul",0,0,0,0,1,1,0,3,2
"uh couldnt help",0,0,1,1,0,0,0,3,2
"uh dont know",2,0,2,6,0,0,0,3,10
"uh dont think",0,0,2,2,0,0,0,3,4
"uh dont want",0,0,0,1,1,0,0,3,2
"uh dont worry",1,0,1,0,0,0,0,3,2
"uh elaine uh",0,0,1,0,1,0,0,3,2
"uh excuse uh",0,0,2,1,0,0,1,3,4
"uh george costanza",0,0,1,1,0,0,0,3,2
"uh go ahead",0,0,0,1,2,0,0,3,3
"uh go time",1,0,0,0,0,0,1,3,2
"uh gotta go",1,0,0,0,1,0,0,3,2
"uh ha ha",0,0,1,0,0,0,1,3,2
"uh hello uh",0,0,0,0,1,0,1,3,2
"uh huh look",0,0,0,2,0,0,2,3,4
"uh huh see",0,0,0,1,1,0,0,3,2
"uh huh think",0,0,1,0,0,0,1,3,2
"uh huh uh",1,0,1,0,0,0,2,3,4
"uh huh well",1,0,1,1,2,0,0,3,5
"uh huh yeah",1,0,0,2,0,0,0,3,3
"uh ill call",1,0,1,0,1,0,0,3,3
"uh ill get",1,0,0,0,1,0,0,3,2
"uh ill see",0,0,1,1,1,0,0,3,3
"uh im afraid",0,0,1,0,1,0,0,3,2
"uh im just",0,0,3,0,0,0,1,3,4
"uh im sorry",0,0,2,2,0,0,2,3,6
"uh just went",0,0,1,0,0,0,1,3,2
"uh keith uh",0,0,0,1,1,0,0,3,2
"uh know dont",0,0,1,1,0,0,0,3,2
"uh know ill",0,0,1,1,0,0,0,3,2
"uh know uh",0,0,1,0,2,0,0,3,3
"uh let ask",1,0,2,0,0,0,0,3,3
"uh lets see",0,0,1,0,2,0,0,3,3
"uh mr costanza",1,0,0,0,0,0,1,3,2
"uh oh george",0,0,1,1,0,0,0,3,2
"uh oh oh",3,0,0,1,1,0,1,3,6
"uh oh right",1,0,1,0,0,0,0,3,2
"uh oh well",0,0,0,1,1,0,0,3,2
"uh ok uh",0,0,0,1,0,0,1,3,2
"uh uh dont",0,0,2,1,0,0,0,3,3
"uh uh theyre",0,0,0,1,0,0,1,3,2
"uh uh uh",0,1,0,1,3,0,0,3,5
"uh uh yeah",0,0,1,1,0,0,0,3,2
"uh wait second",1,0,1,0,0,0,0,3,2
"uh wait wait",0,0,1,0,1,0,0,3,2
"uh want see",0,0,0,1,1,0,0,3,2
"uh well im",0,0,1,0,1,0,0,3,2
"uh well just",0,0,1,0,1,0,0,3,2
"uh well know",0,0,1,1,0,0,0,3,2
"uh well listen",1,0,0,0,1,0,0,3,2
"uh well maybe",0,0,1,0,1,0,0,3,2
"uh well uh",1,0,0,3,7,0,0,3,11
"uh wheres bathroom",0,0,0,0,1,0,1,3,2
"uh yada yada",1,0,1,0,0,0,0,3,2
"uh yeah ill",0,0,1,0,1,0,0,3,2
"uh yeah im",0,0,1,1,0,0,0,3,2
"uh yeah know",0,0,2,0,1,0,0,3,3
"uh yeah uh",1,0,0,0,2,0,0,3,3
"uh yeah yeah",1,0,0,1,2,0,0,3,4
"uh yes well",0,0,1,0,1,0,0,3,2
"uh yes yes",0,0,1,0,1,0,0,3,2
"uhh dont think",1,0,0,1,0,0,0,3,2
"uncle leo hello",0,0,0,3,0,0,1,3,4
"understand big deal",0,0,1,1,0,0,0,3,2
"understand didnt tell",1,0,0,1,0,0,0,3,2
"unless youre married",1,0,0,1,0,0,0,3,2
"unpleasant odour loathe",0,0,0,0,1,1,0,3,2
"upper west side",0,0,1,1,1,0,0,3,3
"us dont know",1,0,0,1,1,0,0,3,3
"us im gonna",0,0,0,1,0,0,1,3,2
"us maybe can",0,0,0,1,0,0,1,3,2
"us oh yeah",0,0,0,1,0,1,0,3,2
"us well dont",0,0,0,0,1,0,1,3,2
"use dont know",1,0,0,1,0,0,0,3,2
"use good laugh",0,0,0,1,0,0,2,3,3
"use hot water",0,0,1,0,0,0,1,3,2
"use little work",1,0,0,0,0,0,1,3,2
"used walk around",0,0,1,0,0,0,1,3,2
"used work nbc",0,0,1,0,0,0,1,3,2
"van buren boys",1,0,0,1,2,0,1,3,5
"vault open vault",1,0,0,1,0,0,0,3,2
"vaya con dios",1,0,0,1,0,0,0,3,2
"veggie sandwich grapefruit",1,0,0,1,0,0,0,3,2
"vocal point attention",0,0,1,1,0,0,0,3,2
"voight jon voight",0,0,1,0,1,0,0,3,2
"voights teeth marks",0,0,0,1,0,0,1,3,2
"wait got another",1,0,0,1,0,0,0,3,2
"wait ill go",0,0,0,2,1,0,0,3,3
"wait minute dont",1,0,1,1,0,0,0,3,3
"wait minute gonna",1,0,1,0,0,0,0,3,2
"wait minute hell",0,0,0,1,0,0,1,3,2
"wait minute know",1,0,0,0,0,0,2,3,3
"wait minute let",1,0,1,0,0,0,0,3,2
"wait minute mean",0,0,0,0,1,1,0,3,2
"wait minute shes",0,0,0,1,0,0,1,3,2
"wait minute think",1,0,1,0,1,0,0,3,3
"wait minute wait",5,0,8,3,3,0,1,3,20
"wait oh oh",0,0,0,1,1,0,0,3,2
"wait second dont",0,0,1,1,2,0,0,3,4
"wait second got",0,0,1,1,1,0,1,3,4
"wait second ill",0,0,0,1,1,0,0,3,2
"wait second im",0,0,1,1,0,0,0,3,2
"wait second just",0,0,1,2,0,0,0,3,3
"wait second know",0,0,1,2,0,0,0,3,3
"wait second right",0,0,1,1,0,0,0,3,2
"wait second thats",0,0,1,2,0,0,0,3,3
"wait second wait",1,0,3,8,1,0,1,3,14
"wait second whats",0,0,0,1,1,0,0,3,2
"wait til monday",0,0,1,0,0,0,1,3,2
"wait till get",0,0,1,0,1,0,0,3,2
"wait till see",0,0,1,1,0,0,0,3,2
"wait wait dont",0,0,1,0,0,0,1,3,2
"wait wait hold",0,0,0,0,1,0,1,3,2
"wait wait know",0,0,0,0,1,0,1,3,2
"wait wait second",1,0,1,2,0,0,0,3,4
"wait wait wait",0,0,4,5,18,0,2,3,29
"waiting twenty minutes",0,0,1,0,0,0,1,3,2
"walk around like",1,0,1,1,1,0,1,3,5
"walking around naked",1,0,0,2,1,0,0,3,4
"wanna another meeting",0,0,1,1,0,0,0,3,2
"wanna buy back",0,0,0,1,0,0,1,3,2
"wanna fight ill",0,0,1,1,0,0,0,3,2
"wanna get back",0,0,1,1,0,0,0,3,2
"wanna get married",1,0,0,1,0,0,0,3,2
"wanna get sleep",0,0,0,0,1,0,1,3,2
"wanna get something",0,0,1,0,0,0,1,3,2
"wanna go back",0,0,1,0,1,0,0,3,2
"wanna go get",0,0,1,1,0,0,0,3,2
"wanna go hes",1,0,0,1,0,0,0,3,2
"wanna go ride",0,0,0,1,1,0,0,3,2
"wanna go see",1,0,1,0,2,0,0,3,4
"wanna go tonight",1,0,2,0,0,0,0,3,3
"wanna go upstairs",1,0,1,0,0,0,1,3,3
"wanna hear something",1,0,0,0,0,0,1,3,2
"wanna know said",1,0,1,0,0,0,0,3,2
"wanna see whats",0,0,0,1,0,0,1,3,2
"wanna take ride",0,0,0,1,1,0,2,3,4
"want borrow money",0,0,0,1,0,0,1,3,2
"want catch movie",0,0,1,1,0,0,1,3,3
"want come back",0,0,1,1,0,0,0,3,2
"want dont want",1,1,3,3,1,0,2,3,11
"want favor want",0,0,1,0,0,0,1,3,2
"want get back",0,0,0,0,1,0,1,3,2
"want get together",0,0,1,1,0,0,1,3,3
"want get well",3,0,2,0,1,0,0,3,6
"want go get",1,0,0,1,0,0,0,3,2
"want go oh",0,0,1,1,0,0,0,3,2
"want go see",1,0,0,0,0,0,2,3,3
"want go way",0,0,0,1,0,0,1,3,2
"want hear another",0,0,0,0,1,0,1,3,2
"want hurt feelings",1,0,0,1,0,0,0,3,2
"want im sorry",0,0,0,0,1,0,1,3,2
"want job course",1,0,1,1,0,0,1,3,4
"want keys back",1,0,0,0,1,0,0,3,2
"want know happened",0,0,0,0,0,1,1,3,2
"want know im",0,2,1,0,0,0,0,3,3
"want know something",1,0,0,0,0,0,2,3,3
"want know youre",0,0,0,0,1,0,1,3,2
"want now want",0,0,0,2,0,0,1,3,3
"want say just",0,0,0,1,1,0,0,3,2
"want see anymore",1,0,2,0,0,0,1,3,4
"want see movie",0,0,0,1,1,0,0,3,2
"want see naked",1,0,0,0,1,0,0,3,2
"want see yeah",0,0,0,1,1,0,1,3,3
"want something drink",0,0,0,1,0,0,1,3,2
"want speak manager",0,0,0,0,1,0,1,3,2
"want tag along",0,0,1,1,0,0,0,3,2
"want take much",0,0,0,1,0,0,1,3,2
"want talk george",0,0,0,1,0,0,1,3,2
"want talk oh",0,0,0,1,1,0,0,3,2
"want taste mine",1,0,2,0,0,0,0,3,3
"want tell oh",1,0,0,1,0,0,0,3,2
"want walk around",0,0,1,0,1,0,0,3,2
"want wanna see",0,0,1,1,0,0,0,3,2
"want want dont",0,0,2,0,0,0,1,3,3
"want well im",0,0,1,1,0,0,0,3,2
"wanted know im",0,0,1,1,0,0,0,3,2
"wanted let know",0,0,1,0,0,0,2,3,3
"wanted one little",1,0,0,1,0,0,0,3,2
"wanted see mr",1,0,3,0,0,0,0,3,4
"wanted see sir",1,0,2,0,0,0,0,3,3
"wanted see well",0,0,1,0,1,1,0,3,3
