"JERRY","GEORGE","KRAMER","ELAINE","MORTY","HELEN","NEWMAN","SUSAN","ESTELLE","FRANK","All.others","word"
2,0,1,1,0,0,0,0,0,0,0,"going oh god"
2,0,1,0,0,0,0,0,0,0,1,"going okay"
1,1,0,1,2,0,0,0,0,0,2,"going paris"
1,2,1,0,0,0,1,0,0,0,3,"going pay"
1,1,0,1,0,0,0,0,0,0,0,"going phone"
2,0,1,0,0,0,0,0,0,0,1,"going pick"
1,1,0,0,0,0,1,0,0,0,0,"going play"
1,0,1,0,0,0,2,0,0,0,0,"going pretty"
5,0,1,0,0,0,0,0,0,0,2,"going really"
6,2,1,0,0,0,1,0,0,0,2,"going right"
2,2,0,0,0,0,0,0,0,0,1,"going road"
1,0,2,1,0,0,0,0,0,0,0,"going saturday"
4,5,0,2,0,0,0,0,0,0,3,"going say"
3,4,1,2,0,0,0,0,0,0,3,"going see"
1,1,0,1,0,0,0,0,0,0,1,"going show"
0,2,0,0,1,0,0,0,1,0,0,"going sleep"
1,1,0,1,0,0,0,0,0,0,0,"going start"
2,1,0,1,0,0,0,0,0,0,0,"going still"
0,0,1,1,0,0,0,0,0,0,1,"going stop"
2,1,0,1,0,0,0,0,0,2,0,"going straight"
2,0,6,5,1,0,0,0,0,0,3,"going take"
1,1,1,0,0,0,0,0,0,0,0,"going taking"
2,3,2,1,0,0,0,0,0,0,4,"going tell"
7,1,0,0,0,0,0,0,0,0,1,"going thats"
1,1,1,2,0,0,0,0,0,0,0,"going think"
2,0,1,1,0,0,0,0,0,0,0,"going three"
1,1,2,1,0,0,0,0,0,0,0,"going tomorrow"
0,1,0,1,0,0,0,0,0,0,2,"going tonight"
1,1,0,0,0,0,0,0,0,0,1,"going two"
3,0,0,1,0,0,0,0,0,0,2,"going uh"
1,0,1,0,0,0,0,0,1,0,1,"going upstairs"
1,2,1,1,0,0,0,0,0,0,1,"going wait"
1,1,0,1,0,0,0,0,0,0,1,"going want"
2,2,0,1,0,0,0,0,0,0,1,"going way"
0,1,1,0,0,0,0,0,0,0,2,"going wear"
7,2,5,1,0,0,0,4,0,0,2,"going well"
1,0,1,1,0,0,0,1,0,0,0,"going whats"
0,0,1,1,0,0,0,1,0,0,0,"going whats going"
2,2,0,0,0,0,0,0,0,0,1,"going woman"
0,2,0,2,0,0,0,0,0,0,2,"going work"
1,0,0,0,0,0,0,0,1,0,1,"going write"
6,1,3,3,0,0,1,1,0,0,2,"going yeah"
0,1,0,1,0,0,1,0,0,0,2,"going yes"
5,6,0,3,0,0,0,0,0,0,0,"going youre"
1,1,0,0,0,0,0,0,0,0,1,"goinon"
2,0,0,4,0,0,0,0,0,0,1,"goiter"
3,1,4,1,0,0,1,0,0,0,2,"gold"
5,0,1,2,1,0,0,0,0,0,2,"golden"
0,1,0,1,0,0,0,0,0,0,2,"goldfish"
6,3,10,3,0,0,0,0,0,0,6,"golf"
1,0,1,1,0,0,0,0,0,0,1,"golf clubs"
20,19,15,11,1,1,4,1,0,1,17,"gone"
0,1,1,0,0,0,0,0,0,0,1,"gone far"
3,1,1,0,0,0,0,0,0,0,0,"gone well"
321,247,209,167,14,9,11,11,5,4,160,"gonna"
4,1,0,0,1,0,0,0,1,0,0,"gonna alright"
2,2,0,2,0,1,0,0,0,0,1,"gonna ask"
1,3,0,1,0,0,0,0,0,0,0,"gonna back"
0,3,2,6,0,0,0,0,0,0,0,"gonna believe"
0,1,2,1,1,0,0,0,0,0,3,"gonna buy"
13,2,2,3,0,0,0,0,0,0,2,"gonna call"
1,2,1,2,0,0,0,0,0,0,0,"gonna change"
4,1,1,2,0,0,0,0,1,0,0,"gonna come"
1,1,2,0,0,0,0,0,0,0,0,"gonna cost"
1,4,1,2,0,0,0,0,0,0,2,"gonna eat"
1,2,4,1,0,0,0,0,0,0,1,"gonna find"
1,0,1,0,0,1,0,0,0,0,0,"gonna first"
1,2,0,0,0,0,0,0,0,0,1,"gonna fix"
26,27,13,12,1,2,1,0,0,0,12,"gonna get"
0,1,0,1,0,0,1,0,0,0,1,"gonna get away"
1,2,0,0,1,0,0,0,0,0,0,"gonna get back"
1,1,1,0,0,0,0,0,0,0,0,"gonna get guy"
2,4,1,2,0,0,0,0,1,0,1,"gonna give"
14,13,16,16,0,0,0,0,0,1,20,"gonna go"
0,0,1,3,0,0,0,0,0,1,0,"gonna go see"
0,2,1,2,0,0,0,0,0,0,0,"gonna gonna"
1,1,0,0,0,0,0,0,0,0,1,"gonna good"
1,0,0,1,0,0,0,0,0,0,1,"gonna grab"
9,6,1,2,0,0,0,0,0,0,0,"gonna happen"
1,1,0,2,0,0,0,0,0,0,0,"gonna hold"
2,1,2,2,0,0,1,0,0,0,1,"gonna im"
0,0,2,2,0,0,0,0,0,0,1,"gonna im gonna"
1,0,0,1,0,0,0,0,0,0,1,"gonna just"
3,3,3,0,0,0,0,0,0,0,3,"gonna keep"
1,2,0,1,0,0,0,0,0,1,0,"gonna kill"
4,3,0,2,0,0,0,0,0,0,0,"gonna know"
7,0,0,1,0,1,0,0,0,0,1,"gonna leave"
2,2,5,1,0,0,0,0,0,0,0,"gonna let"
2,2,0,0,0,0,0,0,0,0,1,"gonna like"
1,1,1,1,0,0,0,0,0,0,0,"gonna look"
2,2,1,1,0,0,0,0,0,0,0,"gonna love"
13,4,7,0,2,0,2,0,0,0,3,"gonna make"
3,1,1,1,0,0,0,0,0,0,0,"gonna meet"
1,4,0,0,0,0,0,0,0,0,1,"gonna move"
5,2,6,2,0,0,0,0,0,0,6,"gonna need"
1,2,1,1,2,0,0,0,0,0,1,"gonna pay"
1,2,0,0,0,0,0,0,0,0,1,"gonna pick"
1,0,1,0,0,0,1,0,0,0,0,"gonna pull"
6,1,2,2,0,0,0,0,0,0,0,"gonna put"
0,0,2,1,1,0,0,0,0,0,0,"gonna return"
0,1,1,1,0,0,0,0,0,0,0,"gonna rich"
1,0,4,2,0,0,0,0,0,0,0,"gonna right"
7,2,3,1,0,2,0,0,0,0,1,"gonna say"
6,7,5,1,0,0,0,0,0,1,1,"gonna see"
2,2,1,0,0,0,0,0,0,0,0,"gonna show"
1,1,0,1,0,0,0,0,0,0,0,"gonna sleep"
2,0,1,1,0,0,0,0,0,0,2,"gonna something"
2,0,2,1,1,0,0,0,0,0,2,"gonna stay"
0,0,2,1,0,0,0,0,0,0,1,"gonna stop"
7,7,7,1,0,0,0,0,0,0,11,"gonna take"
6,1,1,2,0,0,0,0,0,0,1,"gonna talk"
6,5,2,8,1,0,0,0,0,0,4,"gonna tell"
2,1,0,0,0,0,0,0,0,0,1,"gonna thats"
3,1,0,2,0,0,0,1,0,0,1,"gonna think"
0,1,3,1,0,0,0,0,0,0,0,"gonna turn"
0,1,3,1,0,0,0,0,0,0,0,"gonna use"
0,0,1,1,0,0,0,0,0,0,2,"gonna wait"
1,2,1,1,0,0,0,0,0,0,2,"gonna watch"
5,2,2,2,0,0,0,0,0,0,1,"gonna wear"
2,0,0,1,0,0,0,4,0,0,0,"gonna well"
1,2,1,0,0,0,0,0,0,0,0,"gonna whole"
1,0,0,0,1,0,0,0,0,0,1,"gonna wind"
2,3,1,3,0,0,1,0,0,0,0,"gonna work"
3,0,7,0,0,0,0,0,0,0,4,"gonorrhea"
344,271,139,160,10,3,8,2,3,12,235,"good"
3,1,1,1,0,0,0,0,0,0,0,"good back"
1,2,0,1,1,0,0,0,1,0,1,"good boy"
2,0,0,1,0,0,0,0,0,0,2,"good bye"
2,0,0,1,0,0,0,0,0,0,1,"good can"
1,4,2,1,0,0,0,0,0,0,6,"good day"
3,7,0,1,0,0,0,0,0,0,1,"good dont"
1,6,0,1,0,0,0,0,0,1,3,"good enough"
2,0,2,0,0,0,0,0,0,0,3,"good evening"
4,3,1,0,0,0,0,0,0,0,4,"good friend"
1,3,1,1,0,0,0,0,0,0,0,"good friends"
2,1,1,0,0,0,0,0,0,0,0,"good george"
1,0,1,3,0,0,0,0,0,1,0,"good get"
15,13,2,8,0,0,0,0,0,0,6,"good good"
1,0,0,1,0,0,0,0,0,0,2,"good great"
5,1,3,3,1,0,0,0,0,0,0,"good hey"
15,3,3,6,1,0,0,0,0,0,3,"good idea"
1,6,2,2,0,0,0,0,0,0,4,"good im"
0,0,1,2,0,0,0,0,0,0,3,"good jerry"
3,0,0,2,0,0,0,0,0,1,2,"good job"
2,2,1,1,0,0,0,0,0,0,2,"good just"
1,0,1,0,0,0,0,0,0,0,1,"good kind"
2,2,1,4,0,0,0,0,0,0,5,"good know"
0,1,1,1,0,0,0,0,0,0,1,"good lets"
3,1,1,0,0,0,0,0,0,0,1,"good like"
1,2,1,3,0,0,0,0,0,0,3,"good look"
1,0,0,2,0,0,0,0,0,0,1,"good lookin"
7,8,3,3,0,0,0,0,0,0,1,"good looking"
7,3,2,3,0,0,0,0,0,0,7,"good luck"
1,1,0,0,0,0,0,0,0,0,3,"good man"
1,1,0,3,0,0,0,0,0,0,0,"good mean"
1,1,1,0,0,0,0,0,0,0,4,"good mood"
3,5,4,2,0,0,0,0,0,0,9,"good morning"
1,0,0,1,0,0,0,0,0,0,1,"good name"
1,1,2,1,0,0,0,0,0,1,3,"good news"
7,2,0,2,0,0,1,0,0,0,7,"good night"
0,1,1,1,0,0,0,0,0,0,1,"good now"
5,6,8,2,0,0,0,0,0,0,6,"good oh"
1,0,5,1,0,0,0,0,0,0,1,"good oh yeah"
2,2,0,1,0,0,0,0,0,0,0,"good okay"
5,3,5,1,0,0,0,0,0,0,1,"good one"
0,4,0,1,0,0,0,0,0,0,2,"good ones"
1,1,1,0,0,0,0,0,0,0,0,"good party"
1,2,0,1,0,0,0,0,0,0,1,"good person"
3,1,1,3,0,0,0,0,0,0,1,"good question"
3,2,2,1,0,0,0,0,0,0,2,"good really"
1,0,0,1,0,0,0,0,0,0,1,"good run"
2,7,1,5,0,0,0,1,0,0,8,"good see"
1,0,0,0,0,0,0,1,0,0,2,"good seeing"
2,1,0,0,0,0,0,0,0,0,1,"good spot"
1,1,1,0,0,0,1,0,0,0,0,"good stuff"
1,2,8,0,0,0,0,0,0,0,2,"good thats"
1,1,3,0,0,0,0,0,0,0,0,"good thats good"
1,0,1,1,0,0,0,0,0,0,0,"good theres"
7,1,0,2,1,0,2,0,2,0,0,"good thing"
0,1,0,1,0,0,0,0,0,0,1,"good things"
1,2,0,2,0,0,0,0,0,0,1,"good think"
0,1,1,0,0,0,0,0,0,1,1,"good thinking"
19,9,1,7,0,0,0,0,0,0,2,"good time"
1,0,1,0,0,1,0,0,0,0,0,"good two"
1,1,1,0,0,0,0,0,0,0,0,"good uh"
1,0,0,1,0,0,0,0,0,0,1,"good want"
13,5,2,2,0,0,0,0,0,0,1,"good well"
1,0,2,1,0,0,0,0,0,0,0,"good word"
2,0,1,1,0,0,0,0,0,0,1,"good work"
0,1,1,1,0,0,0,0,0,0,0,"good ya"
3,3,1,2,0,0,0,0,0,0,1,"good yeah"
8,12,1,8,4,1,1,0,0,0,16,"goodbye"
0,0,0,1,0,1,1,0,0,0,3,"goodbye jerry"
2,1,0,1,0,0,0,0,0,0,0,"goodlooking"
0,0,0,1,0,0,0,0,1,0,2,"goodness"
8,1,6,4,0,1,0,0,0,0,13,"goodnight"
2,1,1,1,0,0,0,0,0,0,1,"goods"
1,0,0,1,0,0,0,0,0,0,2,"goody"
3,4,1,4,0,0,1,0,0,1,9,"gorgeous"
0,0,1,0,0,0,1,0,0,0,1,"gorgeous woman"
0,4,0,2,0,0,0,0,0,0,3,"gosh"
466,348,367,265,30,5,24,7,3,21,345,"got"
0,1,1,1,0,0,0,0,0,0,0,"got alarm"
2,1,0,1,0,0,0,2,0,0,0,"got along"
10,2,3,2,0,0,0,0,0,0,5,"got another"
1,0,1,2,0,0,0,0,0,0,0,"got another call"
1,0,2,0,0,0,0,0,0,0,3,"got anything"
3,0,0,2,0,0,0,0,0,0,1,"got apartment"
2,0,0,1,0,0,0,0,0,0,1,"got apartment building"
4,1,1,3,0,0,0,0,0,0,1,"got back"
1,0,2,0,0,0,1,0,0,0,3,"got bad"
4,4,11,3,2,0,0,0,0,0,3,"got big"
1,1,1,0,0,0,0,0,0,0,0,"got big meeting"
0,1,1,0,0,0,0,0,0,0,1,"got big problem"
1,1,0,1,0,0,0,0,0,0,0,"got bit"
1,2,1,2,0,0,0,0,0,0,1,"got call"
1,5,1,0,0,0,0,0,0,0,2,"got car"
3,0,1,1,0,0,0,0,0,0,0,"got caught"
1,0,1,0,0,0,0,0,0,0,1,"got change"
0,2,1,1,0,0,0,0,0,0,1,"got coffee"
2,1,0,2,0,0,0,0,0,0,0,"got come"
0,1,0,0,0,0,1,0,0,0,2,"got couple"
7,4,0,1,0,0,0,0,0,0,0,"got date"
0,1,2,0,0,0,0,0,0,0,1,"got eat"
3,2,3,2,0,0,0,0,0,0,1,"got em"
0,2,1,2,0,0,0,0,0,0,2,"got engaged"
1,1,1,2,1,0,0,0,0,0,0,"got enough"
1,1,1,0,0,0,0,0,0,0,3,"got everything"
0,1,1,1,0,0,0,0,0,0,0,"got find"
3,5,1,2,0,0,0,0,0,0,2,"got fired"
1,0,0,2,0,0,0,1,0,0,1,"got five"
0,4,1,0,0,0,0,0,0,0,1,"got free"
1,0,0,1,0,0,0,0,0,0,1,"got full"
2,1,0,1,0,0,0,0,0,0,1,"got george"
3,3,6,6,0,0,0,0,0,1,4,"got get"
1,1,0,1,0,0,0,0,0,0,1,"got get going"
0,1,2,0,0,0,0,0,0,0,1,"got girl"
4,8,2,4,0,0,0,0,0,0,2,"got go"
2,0,1,0,0,0,0,0,0,0,2,"got gonorrhea"
3,2,4,2,1,0,0,0,0,1,3,"got good"
2,3,3,0,0,0,0,0,0,0,2,"got got"
2,7,4,1,0,0,0,0,0,0,1,"got great"
1,2,1,0,0,0,0,0,0,0,1,"got gun"
1,1,3,0,0,0,0,0,0,0,0,"got guy"
0,0,1,1,0,0,0,0,0,0,1,"got held"
1,1,1,0,1,0,0,0,0,0,0,"got hell"
2,0,2,4,0,0,0,0,0,0,0,"got hey"
2,2,0,0,0,0,0,0,0,0,1,"got home"
1,1,0,0,0,0,0,0,0,0,1,"got hundred"
4,1,0,1,0,0,0,0,0,0,1,"got idea"
3,1,1,1,0,0,0,0,0,0,1,"got im"
1,0,1,0,0,0,0,0,0,0,1,"got insurance"
0,1,1,2,0,0,0,0,0,0,1,"got jerry"
5,5,1,2,0,0,0,0,0,0,3,"got job"
1,1,1,0,1,0,0,0,0,0,0,"got key"
1,0,0,0,0,1,0,0,0,1,0,"got kind"
1,0,0,1,0,0,0,0,0,0,1,"got know"
7,2,1,0,0,0,0,0,0,0,0,"got like"
9,3,4,6,0,0,0,0,0,0,9,"got little"
4,6,3,3,0,0,0,0,0,1,1,"got lot"
2,1,0,1,0,0,0,0,0,0,0,"got machine"
2,1,0,0,0,0,0,0,0,0,3,"got married"
2,1,0,1,0,0,0,0,0,0,0,"got meet"
2,2,1,1,0,0,0,0,0,1,2,"got message"
3,0,2,0,0,0,0,0,0,0,2,"got money"
1,0,0,1,0,0,0,0,0,0,1,"got much"
0,0,0,1,0,0,0,0,0,1,3,"got nerve"
1,2,4,4,0,0,1,0,0,0,8,"got new"
1,3,1,3,0,0,0,0,0,0,2,"got news"
2,3,0,2,0,0,0,0,0,0,4,"got nice"
0,1,0,2,0,0,0,0,0,0,2,"got nice face"
2,1,0,1,0,0,0,0,0,0,1,"got nothin"
6,9,4,1,0,0,0,0,0,0,1,"got nothing"
4,0,0,3,0,0,0,0,0,0,2,"got number"
7,3,2,0,0,0,0,1,0,0,1,"got oh"
0,1,1,0,0,0,1,0,0,0,0,"got ok"
2,4,2,1,0,0,1,0,0,1,4,"got one"
1,0,2,0,0,0,0,0,0,0,2,"got pen"
1,1,1,0,1,0,0,1,0,0,1,"got phone"
1,2,1,1,2,0,0,0,0,0,1,"got plenty"
1,1,0,0,1,0,0,0,0,0,1,"got plenty time"
0,1,0,3,0,0,0,0,0,0,1,"got pretty"
6,0,2,3,0,0,0,0,0,0,4,"got problem"
1,2,1,0,0,0,0,0,0,0,1,"got problems"
1,0,1,1,0,0,0,0,0,0,0,"got real"
2,1,0,2,0,0,0,0,0,0,1,"got really"
0,1,5,3,0,0,0,0,0,0,2,"got right"
1,0,0,1,0,0,0,0,0,0,2,"got run"
0,2,0,0,0,0,0,0,0,1,1,"got say"
3,0,1,1,0,0,0,0,0,0,0,"got see"
1,1,0,1,0,0,0,0,0,0,0,"got six"
7,4,6,2,0,0,1,0,0,0,6,"got something"
1,0,0,1,0,0,0,0,0,1,0,"got stuck"
2,0,1,1,0,0,0,0,0,0,0,"got super"
0,2,1,0,0,0,0,0,0,0,1,"got take"
2,1,0,1,0,0,0,0,0,0,0,"got talk"
1,1,1,0,0,0,0,0,0,0,0,"got tape"
1,2,1,1,0,0,0,0,0,0,1,"got tell"
1,0,0,0,0,0,2,0,0,0,2,"got ten"
0,1,1,0,0,0,0,0,0,0,1,"got thank"
2,1,3,0,0,0,0,0,0,0,1,"got thing"
1,0,2,0,0,0,0,0,0,1,0,"got things"
3,1,0,2,0,0,0,0,0,0,0,"got tickets"
3,4,5,1,0,0,0,0,0,0,5,"got two"
1,2,1,0,0,0,0,0,0,0,0,"got us"
1,1,0,2,0,0,0,0,0,0,0,"got way"
2,0,5,0,0,0,1,0,0,0,0,"got well"
1,2,3,2,0,0,0,0,0,0,0,"got whole"
1,2,0,3,0,0,0,0,0,0,0,"got work"
1,0,2,1,0,0,0,0,0,0,1,"got wrong"
1,2,6,0,0,0,0,0,0,0,1,"got yeah"
142,120,116,64,7,2,10,2,0,6,75,"gotta"
1,1,1,0,0,0,0,0,0,0,0,"gotta bring"
0,3,1,0,0,0,0,0,0,0,1,"gotta buy"
4,2,1,0,0,0,0,0,0,0,1,"gotta call"
0,1,2,0,0,0,0,0,0,0,1,"gotta come"
0,1,4,0,0,0,1,0,0,0,0,"gotta find"
26,16,12,6,0,0,0,1,0,2,14,"gotta get"
1,1,1,1,0,0,0,0,0,0,3,"gotta get back"
2,3,0,0,0,0,0,0,0,0,2,"gotta get going"
27,21,15,19,0,0,7,1,0,0,10,"gotta go"
0,1,1,1,0,0,0,0,0,0,0,"gotta go bathroom"
1,1,0,1,0,0,0,0,0,0,0,"gotta go get"
0,2,0,0,0,0,2,0,0,0,1,"gotta go home"
1,1,1,0,0,0,0,0,0,0,0,"gotta go meet"
1,0,4,1,0,0,0,0,0,0,1,"gotta help"
0,1,0,1,0,0,0,0,0,0,2,"gotta honest"
1,1,1,1,0,0,0,0,0,0,1,"gotta kidding"
3,0,1,0,0,0,0,0,0,0,1,"gotta know"
1,1,1,0,0,0,1,0,0,0,1,"gotta let"
2,3,2,4,1,0,0,0,0,0,1,"gotta make"
1,0,4,0,0,0,0,0,0,0,2,"gotta meet"
0,0,1,1,0,0,0,0,0,0,1,"gotta move"
2,0,3,1,0,0,0,0,0,0,0,"gotta pick"
1,0,0,0,2,0,0,0,0,0,1,"gotta pull"
1,2,1,0,0,0,0,0,0,0,0,"gotta put"
2,3,4,1,0,0,0,0,0,0,9,"gotta run"
2,1,0,1,0,0,0,0,0,0,0,"gotta say"
4,0,1,3,0,0,0,0,0,0,0,"gotta see"
1,0,0,2,0,0,0,0,0,1,0,"gotta stop"
6,3,3,0,0,0,0,0,0,0,2,"gotta take"
1,2,2,0,0,0,0,0,0,0,1,"gotta talk"
5,6,0,3,0,0,0,0,0,0,4,"gotta tell"
10,7,3,2,0,0,1,0,0,0,9,"gotten"
1,0,1,0,0,0,0,0,0,0,1,"gourmet"
2,0,0,2,0,0,0,0,0,0,1,"gown"
7,5,9,6,2,0,0,0,1,0,6,"grab"
0,0,1,1,0,0,0,0,0,0,1,"grab bite"
0,4,1,2,0,0,0,0,0,0,3,"grabbed"
8,2,1,3,2,1,0,0,0,2,4,"grabbing"
23,17,11,6,0,0,2,0,4,0,13,"grabs"
2,2,0,1,0,0,0,0,0,0,0,"grabs coat"
2,3,0,0,0,0,0,0,2,0,2,"grabs kramer"
2,1,0,1,0,0,0,0,0,0,0,"grabs phone"
0,2,0,1,0,0,1,0,0,0,2,"grace"
4,2,1,0,0,0,0,0,0,0,2,"grade"
4,3,3,0,1,0,0,0,0,1,3,"grand"
1,1,0,1,0,0,0,0,0,0,6,"grandma"
1,0,0,1,0,0,0,0,0,0,3,"grandma memma"
5,1,2,0,0,0,0,0,2,0,3,"grandmother"
2,0,1,0,0,0,0,0,0,0,1,"grandmothers"
3,3,0,4,0,0,0,0,0,0,2,"grape"
0,2,0,1,0,0,0,0,0,0,2,"grape juice"
1,2,0,1,0,0,0,0,0,0,0,"grapefruit"
1,3,0,0,0,0,0,0,0,0,5,"grateful"
0,1,1,0,0,0,0,0,0,0,1,"gratitude"
2,1,0,1,0,0,0,0,0,0,2,"grease"
1,0,0,1,0,0,0,0,0,0,1,"grease monkey"
127,99,42,71,0,1,4,1,0,0,94,"great"
1,1,0,1,0,0,0,0,0,0,0,"great alright"
1,0,0,1,0,0,0,0,0,0,1,"great george"
1,4,1,2,0,0,2,0,0,0,3,"great great"
1,1,0,2,0,0,0,0,0,0,3,"great guy"
1,1,0,1,0,0,0,0,0,0,1,"great hey"
2,4,3,1,0,0,0,0,0,0,2,"great idea"
1,1,1,0,0,0,0,0,0,0,3,"great im"
1,1,0,0,0,0,0,0,0,0,2,"great job"
1,2,2,0,0,0,0,0,0,0,0,"great know"
0,2,1,0,0,0,0,0,0,0,1,"great news"
4,0,0,5,0,0,0,0,0,0,4,"great oh"
4,1,1,0,0,0,0,0,0,0,0,"great place"
2,3,0,0,0,0,0,0,0,0,1,"great thats"
1,0,1,2,0,0,0,0,0,0,0,"great thing"
3,2,0,2,0,0,0,0,0,0,1,"great time"
1,0,1,0,0,0,0,0,0,0,1,"great uh"
3,2,1,1,0,0,0,0,0,0,1,"great well"
2,2,1,2,0,0,0,0,0,0,1,"great yeah"
3,1,1,1,1,1,0,0,0,0,1,"greatest"
0,0,1,1,0,0,0,0,0,0,1,"greed"
8,3,2,5,0,0,0,0,0,0,9,"green"
1,0,0,1,0,0,0,0,0,0,1,"green know"
1,1,0,1,0,0,0,0,0,0,1,"greet"
3,2,2,0,0,0,1,0,0,0,3,"greeting"
0,6,0,1,0,0,0,0,0,0,3,"greetings"
2,2,0,2,0,0,0,0,0,0,1,"grew"
1,1,2,0,0,0,0,0,0,0,0,"grind"
0,2,2,0,0,0,0,0,0,0,1,"grins"
3,1,1,0,0,0,0,0,0,0,0,"grip"
0,1,2,1,0,0,0,0,0,0,2,"grocery"
1,2,0,2,0,0,0,0,0,0,0,"groom"
1,0,1,1,0,0,0,0,0,0,2,"gross"
2,4,3,0,0,0,0,0,0,0,5,"ground"
10,6,1,2,1,2,0,0,0,1,7,"group"
2,0,2,2,0,0,0,0,0,0,3,"grow"
4,2,2,1,0,0,0,0,0,0,6,"growing"
1,3,1,2,0,0,0,0,0,0,1,"grown"
0,1,0,0,1,0,0,0,0,0,1,"growth"
3,3,1,4,1,2,0,0,0,0,3,"guarantee"
4,8,1,1,0,0,0,1,0,0,6,"guard"
1,1,0,0,0,0,0,0,0,0,1,"guatamala"
89,48,25,54,0,0,5,0,0,3,55,"guess"
1,0,0,1,0,0,0,0,0,0,3,"guess better"
1,2,0,0,0,0,1,0,0,0,0,"guess can"
0,1,1,2,0,0,0,0,0,0,1,"guess didnt"
3,1,0,2,0,0,0,0,0,0,0,"guess dont"
1,1,0,0,0,0,0,0,0,0,1,"guess got"
3,3,1,4,0,0,0,0,0,0,5,"guess ill"
2,2,0,0,0,0,0,0,0,0,1,"guess ill see"
3,2,2,3,0,0,0,0,0,0,1,"guess im"
1,2,0,0,0,0,0,0,0,0,1,"guess ive"
3,1,1,5,0,0,0,0,0,0,5,"guess just"
2,0,1,1,0,0,0,0,0,0,0,"guess oh"
1,1,0,0,0,0,0,0,0,0,1,"guess really"
4,3,0,0,0,0,0,0,0,1,1,"guess thats"
3,0,0,2,0,0,0,0,0,0,1,"guess well"
1,0,1,1,0,0,0,0,0,0,1,"guess whos"
3,2,0,1,0,0,1,0,0,0,4,"guess youre"
2,1,0,1,0,0,0,0,0,0,0,"guess youre going"
2,1,1,0,0,0,0,0,0,0,0,"guessing"
7,2,5,2,0,0,0,0,0,0,8,"guest"
5,2,0,1,0,1,0,0,0,6,4,"guide"
2,1,0,1,0,0,1,0,0,0,0,"guilt"
2,3,0,2,0,0,0,0,1,0,6,"guilty"
1,1,0,0,0,0,0,0,0,0,1,"guinea"
17,12,2,5,0,0,0,0,0,0,18,"gum"
4,6,6,2,0,1,0,0,0,0,6,"gun"
1,1,2,0,0,1,0,0,0,0,2,"gun head"
1,5,1,1,0,0,0,0,0,0,0,"guts"
225,155,83,115,4,5,4,2,1,5,109,"guy"
0,2,1,0,0,0,0,0,0,0,1,"guy asked"
1,0,2,1,0,0,0,0,0,0,0,"guy big"
4,2,3,1,0,0,0,0,0,0,1,"guy can"
2,0,1,1,0,0,0,0,0,0,0,"guy cant"
0,1,1,1,0,0,0,0,0,0,0,"guy comes"
1,1,0,0,0,0,0,0,0,0,3,"guy doesnt"
3,4,0,2,0,0,0,0,0,0,1,"guy dont"
1,1,0,0,0,0,0,0,0,0,1,"guy elaine"
1,1,0,2,0,0,0,0,0,0,0,"guy gave"
2,0,1,2,0,0,0,0,0,0,0,"guy get"
4,3,1,1,0,0,0,0,0,0,2,"guy got"
10,2,3,3,0,2,0,0,0,0,3,"guy hes"
0,1,0,1,0,0,0,0,0,0,2,"guy hes got"
3,2,0,1,0,0,1,0,0,0,0,"guy hey"
1,1,0,0,0,0,0,0,0,0,1,"guy huh"
0,2,0,2,0,0,0,0,0,1,0,"guy ill"
0,4,1,1,0,1,0,0,0,0,0,"guy jerry"
3,3,2,3,0,0,0,0,0,0,1,"guy just"
1,1,0,4,0,0,0,0,0,0,1,"guy know"
3,2,1,2,0,0,0,0,0,0,3,"guy like"
1,0,0,2,0,0,0,0,0,0,1,"guy lives"
1,2,0,0,0,0,0,0,0,0,1,"guy looks"
3,1,0,2,0,0,0,0,0,0,3,"guy oh"
1,0,0,1,0,0,0,0,0,0,1,"guy put"
0,1,1,3,0,0,0,0,0,0,0,"guy really"
2,2,1,0,0,0,0,0,0,0,2,"guy right"
2,2,1,2,0,0,0,1,0,0,0,"guy thats"
3,1,0,2,0,0,0,0,0,0,0,"guy think"
2,0,2,1,0,0,0,0,0,0,0,"guy told"
1,0,0,0,0,0,0,0,0,1,2,"guy took"
2,1,1,0,0,0,0,0,0,0,1,"guy trying"
0,1,1,2,0,0,0,0,0,0,1,"guy well"
1,1,0,1,0,0,0,0,0,0,0,"guy went"
0,1,3,2,0,0,0,0,0,0,0,"guy whos"
7,2,1,3,0,0,0,0,0,0,0,"guy yeah"
3,1,2,1,0,0,0,0,0,0,2,"guy youre"
1,2,0,1,0,0,0,0,0,0,1,"guy youve"
70,58,39,44,1,0,0,2,0,0,55,"guys"
1,1,0,0,0,0,0,0,0,0,1,"guys dont"
1,1,1,3,0,0,0,0,0,0,0,"guys gonna"
2,1,2,0,0,0,0,0,0,0,0,"guys got"
1,1,0,0,0,0,0,0,0,0,2,"guys ill"
1,1,2,3,0,0,0,0,0,0,0,"guys just"
1,0,1,2,0,0,0,0,0,0,0,"guys know"
2,1,0,0,0,0,0,0,0,0,1,"guys like"
1,1,0,1,0,0,0,0,0,0,0,"guys listen"
1,0,1,0,0,0,0,0,0,0,2,"guys oh"
0,1,1,0,0,0,0,0,0,0,1,"guys really"
1,1,0,2,0,0,0,0,0,0,0,"guys uh"
0,0,1,1,0,0,0,0,0,0,1,"guys wanna"
0,1,0,1,0,0,0,0,0,0,3,"guys want"
2,0,2,0,0,0,0,0,0,0,1,"guys yeah"
6,3,1,0,0,0,0,0,0,0,3,"gwen"
