"JERRY","GEORGE","KRAMER","ELAINE","MORTY","HELEN","NEWMAN","SUSAN","ESTELLE","FRANK","All.others","word"
2,2,3,1,0,0,0,0,0,0,0,"right one"
1,1,0,1,1,0,0,0,0,0,2,"right people"
1,1,2,0,0,0,0,0,0,0,0,"right points"
7,2,1,0,0,0,0,0,0,0,1,"right really"
29,27,17,13,4,0,6,0,0,0,16,"right right"
5,3,1,0,0,0,1,0,0,0,1,"right right ill"
2,1,1,0,0,0,0,0,0,0,2,"right right im"
0,3,1,0,1,0,0,0,0,0,1,"right right lets"
5,2,1,2,0,0,1,0,0,0,1,"right right right"
1,1,0,0,0,0,0,0,0,0,1,"right right whats"
3,1,2,1,0,0,0,0,0,0,0,"right said"
1,1,0,1,0,0,0,0,0,0,0,"right say"
3,3,1,3,0,0,0,1,0,0,1,"right see"
3,3,0,1,0,0,0,0,0,0,0,"right shes"
1,0,1,0,0,0,0,0,0,0,2,"right sure"
5,0,0,2,0,0,0,0,0,0,2,"right take"
1,4,3,0,0,0,1,0,0,0,1,"right tell"
1,0,1,2,0,0,0,0,0,0,0,"right thanks"
6,7,1,8,0,0,0,0,0,1,6,"right thats"
0,1,0,1,0,0,0,0,0,0,1,"right thats right"
1,3,1,1,0,0,0,0,0,0,1,"right think"
2,1,1,1,0,0,0,0,0,0,1,"right time"
2,1,4,0,0,0,0,0,0,0,1,"right uh"
1,1,1,1,0,0,0,0,0,0,0,"right wait"
1,1,0,1,0,0,0,0,0,0,2,"right wanna"
4,4,0,2,0,0,0,0,0,0,1,"right want"
19,9,7,13,0,0,3,0,0,0,10,"right well"
1,0,0,2,0,0,0,0,0,0,1,"right well thats"
0,0,1,0,1,0,0,0,0,0,1,"right whatre"
3,5,1,0,0,0,0,0,0,0,3,"right whats"
0,0,1,0,0,0,1,0,0,0,1,"right wont"
0,0,1,0,0,0,1,0,0,0,1,"right wow"
6,3,12,4,0,0,0,0,0,0,5,"right yeah"
2,2,0,0,0,0,0,0,0,0,3,"right yes"
7,6,7,3,0,0,0,0,0,0,5,"right youre"
3,5,8,5,0,0,1,0,0,0,8,"ring"
0,4,1,2,0,0,0,0,0,0,0,"ring dings"
2,0,1,1,0,0,0,0,0,1,5,"ringing"
9,4,5,3,0,0,1,1,0,0,9,"rings"
1,1,2,0,0,0,0,0,0,0,0,"rings jerry"
0,2,1,0,0,0,0,0,0,0,1,"rip"
8,0,2,0,0,0,1,0,0,1,0,"ripped"
2,2,4,0,0,0,0,0,0,0,1,"ripping"
1,1,1,0,0,0,0,0,0,1,1,"rising"
7,1,2,0,0,0,2,0,0,0,8,"risk"
1,1,1,0,0,0,0,0,0,0,0,"risky"
2,2,0,1,0,0,0,0,0,0,2,"risotto"
1,2,0,1,0,0,0,1,0,0,4,"rita"
2,0,1,0,0,0,0,0,0,0,1,"ritual"
2,0,4,0,0,0,0,0,0,0,2,"river"
3,0,2,0,0,0,0,0,0,0,3,"riverside"
2,0,1,0,0,0,0,0,0,0,1,"riverside park"
13,3,4,4,0,0,0,0,0,0,12,"road"
1,1,0,2,0,0,0,0,0,0,0,"roast"
0,1,2,0,0,0,0,0,0,0,2,"robbed"
2,1,1,2,0,0,0,0,0,0,0,"robbing"
1,5,0,4,0,0,0,0,0,0,1,"robin"
4,4,0,0,0,0,0,2,0,0,14,"rochelle"
2,2,0,0,0,0,0,1,0,0,6,"rochelle rochelle"
2,11,12,3,0,0,0,0,0,0,13,"rock"
0,0,1,1,0,0,0,0,0,0,1,"roger"
2,0,5,1,0,0,0,0,0,0,0,"rogers"
9,9,3,2,0,0,0,0,0,0,5,"roll"
2,0,3,1,0,0,0,0,0,0,0,"rolled"
2,2,2,2,0,0,0,0,0,0,2,"rolling"
3,2,3,1,0,0,0,0,0,1,1,"rolls"
1,0,0,4,0,0,0,0,0,0,5,"romantic"
2,1,0,0,0,0,0,0,0,0,2,"ronnie"
4,1,2,0,0,0,1,0,0,0,1,"roof"
58,36,25,17,5,0,2,3,5,11,31,"room"
0,0,0,0,1,0,1,0,0,1,1,"room dont"
2,1,0,0,0,0,0,0,0,0,1,"room george"
3,0,0,1,1,0,0,0,0,0,0,"room hey"
0,1,1,0,0,0,0,1,0,0,1,"room jerry"
1,1,2,1,0,0,0,0,0,0,1,"room know"
2,1,0,0,0,0,1,0,0,0,1,"room kramer"
1,1,1,0,0,0,0,1,0,0,1,"room oh"
2,1,2,1,0,0,0,0,0,0,2,"room well"
1,1,1,0,0,0,0,0,0,0,0,"room yeah"
1,1,1,0,0,0,0,0,0,0,0,"room yes"
7,7,2,3,0,0,0,0,0,0,1,"roommate"
1,1,1,0,0,0,0,0,0,0,0,"roommate huh"
3,0,2,0,0,0,0,0,0,2,3,"rooster"
3,0,4,1,0,0,1,0,0,0,3,"rope"
1,0,2,1,0,0,0,0,0,0,3,"rose"
1,6,3,0,0,0,0,0,0,0,11,"ross"
3,1,0,1,0,0,0,0,0,0,3,"rough"
11,1,4,0,1,0,0,0,0,0,7,"round"
6,1,2,0,0,0,6,0,0,0,2,"route"
3,3,2,1,0,1,0,0,0,0,5,"routine"
3,4,1,2,0,0,0,0,1,0,3,"row"
5,1,0,5,0,0,0,0,0,0,1,"roy"
0,1,1,0,0,0,0,0,0,0,2,"royal"
1,1,3,0,0,0,0,0,0,0,2,"rub"
4,4,3,4,0,0,0,0,0,0,1,"rubber"
2,1,1,0,0,0,0,0,0,0,1,"rubber band"
4,7,3,2,0,0,0,0,0,0,2,"rubbing"
0,2,7,1,0,0,0,0,0,0,1,"rubs"
2,2,1,1,0,1,0,0,0,0,3,"rude"
0,4,4,0,0,0,0,0,0,6,1,"rudy"
6,1,1,7,0,0,0,1,0,0,0,"ruin"
10,1,4,1,0,0,0,0,0,0,4,"ruined"
1,2,1,2,0,0,0,0,0,0,1,"ruining"
5,6,4,1,0,0,0,0,0,0,3,"rule"
9,3,4,2,0,0,0,0,0,1,2,"rules"
23,16,17,19,0,0,2,2,1,0,33,"run"
3,0,4,0,0,0,0,0,0,0,1,"run errands"
13,10,12,9,1,0,3,0,0,0,20,"running"
1,1,0,1,0,0,0,0,0,0,2,"running outta"
1,1,0,0,0,0,0,0,0,0,2,"running outta shrimp"
1,0,1,1,0,0,0,0,0,0,0,"running well"
14,7,14,5,0,0,2,0,0,0,14,"runs"
7,6,2,2,0,0,0,0,0,0,2,"rush"
1,0,2,2,0,0,0,0,0,0,0,"rushdie"
0,3,1,3,0,0,0,0,0,0,5,"rushes"
0,0,0,1,0,0,1,1,0,0,0,"rushing"
1,0,0,1,0,0,0,0,0,0,1,"russ"
1,0,0,1,0,0,0,0,0,0,1,"russ meyer"
8,11,1,11,0,0,0,3,0,0,15,"russell"
1,1,0,0,0,0,0,0,0,0,1,"russell dalrymple"
3,1,0,1,0,0,0,0,0,0,0,"russells"
2,0,2,2,0,0,0,0,0,0,0,"russian"
0,0,7,0,0,0,3,0,0,0,3,"rusty"
1,1,0,0,0,0,0,0,0,0,2,"ruthie"
10,9,0,0,0,1,0,0,1,1,7,"rye"
4,0,1,1,0,0,0,0,0,0,6,"saab"
1,0,5,1,0,0,0,0,0,0,0,"sacamano"
1,0,2,2,0,0,0,0,0,0,0,"saccamano"
0,3,2,4,0,0,0,1,0,0,2,"sack"
5,4,2,2,0,0,0,0,0,0,3,"sad"
1,1,0,0,0,0,0,0,0,0,1,"sadist"
1,1,0,0,0,0,1,0,0,0,0,"sadly"
1,5,0,1,0,0,0,0,1,1,3,"safe"
1,2,0,1,0,0,0,0,0,0,1,"safety"
149,120,48,73,4,9,4,4,1,5,128,"said"
1,5,2,2,0,1,0,0,0,0,5,"said anything"
3,2,0,1,0,0,0,0,0,0,1,"said can"
1,1,0,1,0,0,0,0,0,0,1,"said cant"
2,4,0,1,1,0,0,0,0,0,0,"said didnt"
0,1,1,0,0,0,0,0,0,0,4,"said dont"
1,1,0,0,0,0,0,0,0,0,1,"said driver"
1,0,0,1,0,1,0,0,0,0,0,"said fine"
2,1,0,1,0,0,0,0,0,0,0,"said george"
2,1,0,0,0,0,0,0,0,0,1,"said get"
0,1,1,2,0,0,0,0,0,0,2,"said going"
1,1,0,1,0,0,0,0,0,0,1,"said gonna"
5,2,0,0,0,0,0,0,0,0,1,"said good"
1,0,1,2,0,0,0,0,0,0,1,"said hed"
0,2,0,1,0,0,0,0,0,0,3,"said hello"
0,1,2,0,0,0,0,0,0,0,2,"said hey"
1,1,0,2,1,0,0,0,0,0,2,"said hi"
2,1,2,0,0,0,1,0,0,0,3,"said im"
1,0,0,1,0,0,0,0,0,0,1,"said ive"
1,0,0,1,0,0,0,0,0,0,2,"said jerry"
3,2,0,0,0,1,0,0,0,0,1,"said just"
1,2,0,0,0,0,0,0,0,0,2,"said know"
2,1,0,0,0,0,0,0,0,0,2,"said like"
1,2,0,0,0,1,0,0,0,0,0,"said liked"
1,1,0,1,0,0,0,0,0,0,0,"said looks"
2,0,0,1,0,0,0,0,0,0,2,"said never"
1,1,0,1,0,0,0,0,0,0,0,"said nothing"
1,0,1,1,0,0,2,0,0,0,1,"said now"
5,1,0,2,0,0,0,0,0,0,1,"said oh"
1,0,0,1,0,0,0,0,0,0,1,"said okay"
2,2,0,0,0,0,1,0,0,0,0,"said one"
2,0,0,1,0,0,0,0,0,0,1,"said really"
1,0,0,1,0,0,0,0,0,0,1,"said right"
0,1,0,2,0,1,0,0,0,0,1,"said said"
0,1,2,0,0,0,0,0,0,0,1,"said shes"
3,4,0,0,0,0,0,0,0,0,3,"said something"
2,1,1,0,0,0,0,0,0,0,2,"said thats"
3,1,0,0,0,0,0,0,0,0,2,"said wanted"
0,1,1,2,0,0,0,0,0,0,2,"said well"
5,1,1,0,0,0,0,0,0,0,0,"said yes"
6,1,1,0,0,0,0,0,0,0,2,"said youd"
1,0,1,1,0,0,0,0,0,0,1,"said youre"
3,2,2,0,0,0,0,0,0,0,0,"sake"
17,22,2,7,1,0,0,0,0,0,8,"salad"
1,1,0,1,0,0,0,0,0,0,0,"salads"
2,1,1,0,0,0,0,0,0,0,0,"salami"
2,4,4,3,0,0,0,0,0,0,5,"sale"
1,5,0,2,0,0,0,0,0,0,0,"sales"
7,6,2,3,0,0,0,0,0,4,3,"salesman"
7,2,2,1,0,0,0,0,0,0,5,"sally"
2,0,4,2,0,0,0,0,0,0,0,"salman"
5,0,1,0,0,0,0,0,0,1,0,"salmon"
1,3,0,1,0,0,0,0,0,0,1,"salt"
0,2,1,3,0,0,0,0,0,1,3,"sam"
1,0,0,2,0,0,0,0,0,0,5,"sample"
1,1,4,0,0,0,0,0,0,0,1,"sand"
9,12,8,1,0,0,0,0,1,0,10,"sandwich"
1,1,0,0,0,0,0,0,1,0,0,"sandwich oh"
4,2,1,0,0,0,0,0,2,0,0,"sandwiches"
1,1,4,0,0,0,0,0,0,0,4,"santa"
1,0,0,1,0,0,0,1,0,0,2,"sara"
14,1,0,2,0,0,0,0,1,0,0,"sarcasm"
25,7,3,8,0,0,0,0,0,0,3,"sarcastic"
4,1,2,3,0,0,0,0,0,0,0,"sarcastic oh"
5,2,1,0,0,0,0,0,0,0,0,"sarcastic yeah"
6,2,0,4,0,0,0,0,0,0,1,"sarcastically"
0,5,2,6,0,1,0,0,0,0,1,"sat"
2,4,3,0,0,0,0,0,0,0,1,"satisfied"
11,4,2,7,0,0,0,0,0,0,9,"saturday"
5,3,2,4,0,0,0,0,0,0,5,"saturday night"
10,3,10,2,0,0,0,0,1,0,3,"sauce"
0,0,2,1,0,0,0,0,0,0,4,"sauna"
1,0,2,0,0,0,0,0,0,0,2,"sausages"
9,5,3,5,0,0,2,0,0,0,10,"save"
5,2,4,3,2,0,2,0,0,0,6,"saved"
3,0,2,0,0,0,1,0,0,0,1,"saved life"
6,2,1,0,0,0,0,0,0,1,3,"saving"
1,1,1,0,0,0,0,0,0,0,0,"savings"
55,47,39,33,2,3,0,2,2,6,52,"saw"
1,0,1,0,0,0,0,0,0,0,1,"saw coming"
1,0,0,1,0,0,0,0,0,0,1,"saw george"
1,1,2,0,0,0,0,0,0,0,0,"saw jane"
1,1,2,0,0,0,0,0,0,0,0,"saw jane topless"
2,0,1,0,0,0,0,0,0,0,1,"saw last"
0,1,0,1,0,0,0,0,0,0,1,"saw look"
0,1,1,3,0,0,0,0,0,0,0,"saw naked"
1,1,1,1,0,0,0,0,0,0,1,"saw tv"
214,164,72,111,6,10,7,4,2,10,105,"say"
20,16,7,13,0,3,2,1,0,0,3,"say anything"
1,0,1,1,0,0,0,0,0,0,0,"say anything else"
1,0,1,0,0,0,0,0,0,0,1,"say come"
2,0,2,0,0,0,0,0,0,0,2,"say didnt"
3,3,3,0,0,0,0,1,0,0,2,"say dont"
1,1,0,0,0,0,1,0,0,0,1,"say elaine"
0,1,0,3,0,0,0,0,0,0,2,"say george"
2,3,2,1,0,0,0,0,0,0,1,"say get"
1,3,1,1,0,0,0,0,0,0,1,"say go"
3,1,0,4,0,0,0,0,0,0,1,"say good"
0,1,1,0,0,0,0,0,0,0,1,"say goodbye"
0,1,1,0,0,0,0,0,0,0,1,"say got"
1,0,0,0,1,0,0,0,0,0,1,"say guy"
2,6,3,4,0,1,0,0,0,4,6,"say hello"
1,1,0,2,0,1,0,0,0,0,0,"say hes"
4,1,0,5,0,0,0,0,0,0,6,"say hi"
4,1,5,1,0,0,0,0,0,0,1,"say im"
2,0,1,2,0,0,0,0,0,0,1,"say jerry"
3,0,1,2,0,0,0,0,0,0,2,"say just"
2,1,0,1,1,0,0,0,0,0,0,"say know"
2,3,0,2,0,0,0,0,0,0,1,"say like"
1,0,1,1,1,0,0,0,0,0,0,"say loud"
3,1,0,4,0,0,0,1,0,0,1,"say oh"
2,2,0,0,0,0,0,0,0,0,1,"say said"
2,2,0,1,0,0,0,0,0,0,0,"say say"
1,0,1,0,0,0,1,0,0,0,0,"say see"
11,9,1,6,0,1,0,0,0,0,4,"say something"
1,1,0,1,0,0,0,0,0,0,1,"say something like"
1,2,2,1,0,0,0,0,0,0,1,"say things"
0,1,1,2,0,0,0,0,0,0,1,"say think"
1,0,1,1,0,0,0,0,0,0,0,"say told"
0,1,0,1,0,0,0,0,0,0,1,"say uh"
3,1,0,0,0,0,0,0,0,1,0,"say want"
3,0,3,2,0,0,1,0,1,0,1,"say well"
2,1,0,0,0,0,0,0,0,0,1,"say word"
0,1,1,1,0,0,0,0,0,0,0,"say wouldnt"
3,0,2,4,0,0,0,0,0,0,0,"say yeah"
0,1,1,1,0,0,0,0,0,0,1,"say yes"
2,1,2,0,0,0,0,0,0,1,1,"say youre"
1,1,2,0,0,0,0,0,0,2,0,"sayin"
53,33,12,22,1,0,1,0,1,2,27,"saying"
1,0,0,1,0,0,0,0,0,0,1,"saying anything"
1,0,0,1,0,0,0,0,0,0,1,"saying didnt"
2,1,1,0,0,0,0,0,0,0,0,"saying dont"
1,1,0,0,0,0,0,0,0,0,1,"saying god"
4,1,0,1,0,0,0,0,0,0,3,"saying im"
1,1,1,0,0,0,0,0,0,1,0,"saying know"
1,0,1,0,0,0,0,0,0,0,1,"saying shes"
2,1,0,2,0,0,0,0,0,0,0,"saying something"
2,1,0,1,0,0,0,0,0,0,2,"saying well"
3,2,0,0,0,0,0,0,1,0,1,"saying youre"
25,28,28,14,0,3,2,0,1,2,39,"says"
0,1,1,0,0,0,0,0,0,0,1,"says can"
1,0,1,0,0,0,0,0,0,0,1,"says doesnt"
0,1,1,0,0,0,0,0,0,0,3,"says hello"
0,0,1,0,0,2,0,0,0,0,1,"says hes"
2,1,0,1,0,0,0,0,0,0,2,"says im"
1,0,1,0,0,0,0,0,0,0,1,"says oh"
1,1,0,1,0,0,0,0,0,0,1,"scale"
0,1,1,0,0,0,0,0,0,0,1,"scalp"
1,1,0,0,0,0,0,0,0,0,1,"scalping"
6,2,4,0,0,0,0,0,0,0,0,"scam"
1,1,0,1,0,0,0,0,0,0,0,"scar"
8,1,0,0,0,0,0,0,0,0,1,"scare"
10,10,4,4,0,0,3,0,0,0,0,"scared"
2,1,1,1,0,1,0,0,0,0,0,"scarf"
11,6,7,2,0,0,0,0,0,0,18,"scene"
1,1,0,1,0,0,0,0,0,0,1,"scenes"
2,2,0,1,0,0,1,0,0,0,7,"schedule"
4,1,0,4,0,6,2,0,0,0,0,"schindlers"
4,0,0,4,0,6,2,0,0,0,0,"schindlers list"
1,1,0,1,0,0,0,0,0,0,0,"schnapps"
1,1,0,0,0,0,0,0,0,2,0,"schnitzers"
1,2,0,0,0,0,0,0,0,0,4,"scholarship"
16,8,3,8,0,0,1,0,0,0,17,"school"
1,1,0,0,0,0,0,0,0,0,1,"school hes"
2,0,1,0,0,0,0,0,0,0,2,"schools"
2,3,0,3,0,0,0,0,0,0,0,"science"
0,2,0,1,0,0,0,0,0,0,1,"scissors"
3,4,0,1,1,0,0,0,0,0,2,"scoffs"
4,0,1,1,0,0,0,0,0,0,0,"scoop"
1,1,0,0,0,0,0,0,0,0,1,"scooped"
2,6,1,0,0,0,0,0,0,0,3,"score"
1,0,1,0,0,0,0,0,0,0,1,"scored"
1,1,0,0,0,0,0,0,0,0,1,"scores"
1,0,2,1,4,0,0,0,0,0,3,"scotch"
0,2,0,1,0,0,0,0,0,0,6,"scott"
1,1,0,0,0,0,0,0,0,0,1,"scouting"
3,1,3,0,0,0,0,0,0,1,1,"scratch"
3,1,1,1,0,0,1,0,0,0,0,"scratches"
0,1,1,0,0,0,0,0,0,0,3,"scream"
1,0,1,1,0,0,0,0,0,0,0,"screamed"
2,8,7,3,0,0,1,0,1,0,3,"screaming"
2,3,1,4,0,0,0,0,1,0,5,"screams"
4,2,5,4,0,0,0,0,1,1,0,"screen"
2,1,2,1,0,0,0,0,0,0,0,"screen door"
2,1,0,1,0,0,0,0,0,1,0,"screen tv"
2,2,1,2,0,0,0,0,0,0,2,"screening"
2,4,1,0,0,0,0,0,0,0,2,"screw"
6,4,3,2,0,0,0,0,0,0,3,"screwed"
7,7,2,1,0,0,0,0,0,0,4,"script"
2,0,0,2,0,4,0,0,0,0,0,"scuba"
2,0,0,2,0,4,0,0,0,0,0,"scuba diving"
1,0,1,0,0,0,0,0,0,0,1,"scum"
4,2,0,6,0,0,0,0,0,0,2,"scuse"
2,2,2,0,0,0,0,0,0,0,0,"sea"
1,1,1,0,0,0,0,0,0,0,0,"sea people"
1,0,1,0,0,0,0,0,0,0,1,"seal"
1,0,2,2,0,0,0,0,0,0,2,"search"
0,1,0,1,1,0,0,0,0,0,0,"searching"
1,4,1,0,0,0,0,0,0,0,2,"season"
10,8,11,9,0,1,0,0,0,2,20,"seat"
1,0,0,1,0,0,0,0,0,0,1,"seat next"
1,0,0,1,0,1,0,0,0,0,0,"seat thats"
7,8,6,4,2,0,0,0,0,0,16,"seats"
1,0,0,1,0,0,0,0,0,0,1,"seats dont"
1,0,2,3,0,0,0,0,0,0,1,"seattle"
3,1,1,0,0,0,0,0,0,0,1,"sec"
95,47,19,28,3,1,4,1,0,0,29,"second"
0,1,2,0,0,0,0,0,0,0,1,"second day"
2,2,2,0,0,0,0,0,0,0,1,"second dont"
1,1,0,0,2,0,0,0,0,0,0,"second goes"
2,1,2,0,0,0,0,0,0,0,1,"second got"
3,1,0,0,0,0,0,0,0,0,1,"second hey"
1,1,0,1,0,0,0,0,0,0,0,"second im"
3,2,0,0,0,0,0,0,0,0,1,"second oh"
1,3,0,1,0,0,0,0,0,0,0,"second right"
0,2,1,0,0,0,0,0,0,0,1,"second think"
0,2,0,0,1,0,0,0,0,0,2,"second time"
8,3,1,1,0,0,0,0,0,0,1,"second wait"
8,1,1,0,0,0,0,0,0,0,1,"second wait second"
7,6,5,10,0,0,0,0,0,0,0,"seconds"
9,9,7,4,0,0,3,1,0,1,7,"secret"
0,13,1,0,0,0,0,0,0,0,9,"secretary"
3,1,1,0,0,0,0,0,0,0,0,"secretly"
0,3,0,2,0,0,0,1,0,0,0,"secrets"
4,1,2,0,0,0,0,0,0,0,1,"section"
6,5,2,1,0,0,0,1,1,0,7,"security"
1,4,0,0,0,0,0,1,0,0,4,"security guard"
418,317,209,218,17,11,18,7,2,13,292,"see"
0,1,1,1,0,0,0,0,0,0,0,"see alright"
3,4,0,2,0,0,0,0,0,0,3,"see anymore"
2,4,0,0,0,0,0,0,0,0,1,"see anything"
1,0,0,1,0,0,0,0,0,0,2,"see around"
3,0,2,0,0,0,0,0,0,0,1,"see baby"
2,0,2,0,0,0,0,0,0,0,3,"see back"
0,1,1,2,0,0,0,0,0,0,1,"see big"
0,1,1,1,0,0,0,0,0,0,0,"see boys"
5,3,2,3,0,0,0,0,0,0,3,"see can"
1,2,2,3,0,0,0,0,0,0,0,"see cant"
0,0,1,1,0,0,0,0,0,0,1,"see car"
2,1,1,3,0,0,0,0,0,0,1,"see come"
2,1,1,0,0,0,0,0,0,0,0,"see didnt"
1,1,0,0,0,0,0,0,0,0,1,"see difference"
4,1,1,0,2,0,0,0,0,0,0,"see doctor"
10,2,4,5,1,0,1,0,0,0,2,"see dont"
2,0,1,2,0,0,0,0,0,0,0,"see dont know"
0,1,0,1,1,0,1,0,0,0,0,"see dont see"
0,0,1,1,0,0,0,0,0,0,1,"see dont think"
2,2,2,0,0,1,0,0,0,0,3,"see elaine"
0,0,1,1,0,0,0,0,0,0,1,"see everybody"
1,0,0,0,0,0,0,0,0,2,1,"see face"
2,2,2,0,0,0,0,0,0,0,2,"see friend"
2,0,3,1,0,0,0,0,0,1,3,"see george"
0,1,1,2,0,0,0,0,0,0,2,"see get"
1,0,0,2,1,0,0,0,0,0,0,"see give"
1,0,1,1,0,0,0,0,0,0,1,"see going"
1,0,0,1,0,0,0,0,0,0,2,"see gonna"
0,1,1,1,0,0,0,0,0,0,1,"see good"
1,2,2,2,0,0,0,0,0,0,0,"see got"
1,1,2,0,0,0,0,0,0,0,0,"see gotta"
4,2,2,0,0,0,0,0,0,0,2,"see guy"
1,6,2,1,0,0,0,0,0,0,2,"see guys"
0,1,0,1,0,0,0,0,0,0,1,"see hat"
4,1,0,2,1,0,0,0,0,0,1,"see hes"
1,2,2,2,0,0,0,0,0,0,4,"see hey"
1,0,1,0,0,0,0,0,0,1,0,"see huh"
1,0,1,0,0,0,1,0,0,0,1,"see ill"
3,8,2,2,1,0,0,0,0,0,5,"see im"
0,1,1,0,0,0,0,0,0,0,1,"see im gonna"
1,1,0,1,0,0,0,0,0,0,0,"see irony"
2,1,0,2,0,0,0,0,0,0,1,"see ive"
1,0,0,1,0,0,0,0,0,0,1,"see ive got"
0,3,3,3,0,1,1,0,0,0,2,"see jerry"
0,1,1,1,0,0,0,0,0,0,0,"see jerrys"
2,4,1,0,0,0,0,1,0,0,2,"see just"
2,0,1,0,0,0,0,0,0,0,1,"see know"
2,0,0,1,0,0,0,0,0,0,1,"see kramer"
19,7,11,8,0,0,0,0,0,0,7,"see later"
2,0,1,1,0,0,0,0,0,0,0,"see later bye"
1,2,0,0,0,0,0,0,0,1,0,"see let"
0,2,2,0,0,0,0,0,0,0,2,"see like"
3,4,1,0,0,0,0,0,0,0,1,"see look"
2,1,0,0,0,0,0,0,0,0,1,"see looks"
1,1,0,2,0,0,0,0,0,1,0,"see made"
1,1,0,1,0,0,0,0,0,0,0,"see man"
0,1,0,0,0,0,1,0,0,0,1,"see many"
1,1,0,0,0,0,0,0,0,0,1,"see mean"
3,1,1,1,0,0,0,0,0,0,0,"see movie"
1,4,1,1,0,0,0,0,0,0,4,"see mr"
3,0,2,1,0,0,0,0,0,0,0,"see naked"
7,6,1,1,0,0,0,0,0,0,3,"see now"
6,1,2,5,0,0,0,0,0,0,1,"see oh"
2,2,0,0,0,0,0,0,0,0,4,"see okay"
1,1,2,0,1,0,0,0,0,0,1,"see one"
2,1,2,1,0,0,0,0,0,0,1,"see people"
2,2,0,1,0,0,0,0,0,0,0,"see real"
1,2,0,0,0,0,0,0,0,0,2,"see really"
3,2,2,1,1,0,0,0,0,0,1,"see right"
1,9,0,5,0,0,0,0,0,0,7,"see see"
1,3,0,0,0,0,0,0,0,0,1,"see shes"
3,1,0,0,0,0,1,0,0,0,1,"see show"
2,2,0,2,0,0,0,0,0,0,1,"see someone"
2,1,0,0,1,1,0,0,0,0,3,"see something"
0,1,1,0,0,0,0,0,0,0,1,"see still"
6,2,8,4,0,0,0,0,0,0,4,"see thats"
2,3,1,2,0,0,0,1,0,0,0,"see theres"
5,2,1,3,0,0,0,0,0,0,1,"see thing"
2,4,1,1,0,0,0,0,0,0,0,"see think"
2,1,0,0,0,0,0,0,0,0,1,"see time"
4,2,3,1,0,0,0,0,0,0,0,"see told"
1,1,0,1,0,0,0,0,0,0,0,"see tomarrow"
2,2,1,2,0,0,0,0,0,0,1,"see tomorrow"
3,2,2,0,0,0,0,0,0,0,2,"see tonight"
4,1,2,0,0,0,0,0,0,0,0,"see two"
2,1,0,0,0,0,0,0,0,0,2,"see uh"
2,1,0,0,0,2,0,0,0,2,0,"see us"
3,3,1,1,0,0,0,0,0,0,1,"see way"
5,8,7,1,1,0,1,0,0,0,3,"see well"
6,1,2,3,0,0,0,0,0,0,4,"see whats"
1,0,1,1,0,0,0,0,0,0,1,"see whats going"
3,0,1,1,0,0,0,0,0,0,0,"see whole"
17,11,5,9,0,0,1,1,0,0,21,"see ya"
1,1,0,0,0,0,0,0,0,0,1,"see ya jerry"
0,3,2,0,0,0,0,0,0,0,3,"see ya later"
1,1,1,0,0,0,0,0,0,0,0,"see ya well"
5,3,4,3,0,0,0,0,0,0,3,"see yeah"
0,2,0,0,0,0,1,0,0,0,1,"see yes"
2,5,4,3,0,0,0,0,0,0,2,"see youre"
1,1,0,0,0,0,0,0,0,0,2,"seein"
22,14,2,7,0,0,3,1,0,0,20,"seeing"
1,1,0,0,0,0,0,0,0,0,1,"seeing elaine"
0,0,1,1,0,0,0,0,0,0,2,"seeing oh"
16,13,3,10,0,0,0,0,0,0,22,"seem"
5,5,1,0,0,0,0,0,0,0,4,"seem like"
0,1,0,1,0,0,0,0,0,0,3,"seem little"
5,3,0,3,0,0,2,0,0,0,3,"seemed"
0,4,0,2,0,0,4,0,0,0,1,"seemingly"
26,10,4,8,0,0,1,0,1,0,19,"seems"
70,40,24,33,1,3,1,2,1,4,49,"seen"
0,0,1,1,0,0,0,0,0,0,2,"seen george"
1,1,0,1,0,0,0,0,0,0,0,"seen long"
1,1,1,0,0,0,0,0,0,0,0,"seen look"
3,3,0,3,0,0,0,0,0,0,0,"seen one"
1,0,0,0,0,0,0,0,0,1,1,"seen people"
0,1,0,0,0,0,1,0,0,0,1,"seen show"
1,0,1,1,0,0,0,0,0,0,0,"seen yeah"
3,1,1,0,0,0,0,0,0,1,0,"seen yet"
19,12,5,12,0,0,0,1,0,1,14,"sees"
2,1,0,0,0,0,0,0,0,0,2,"sees elaine"
1,0,0,2,0,0,0,0,0,0,1,"sees george"
0,0,0,1,0,0,0,1,0,0,2,"sees kramer"
1,0,0,1,0,0,1,0,0,0,0,"seeya"
38,15,12,20,2,0,6,1,1,2,74,"seinfeld"
0,0,1,0,0,0,0,0,1,0,2,"seinfeld comedian"
0,0,0,0,0,0,1,1,0,0,1,"seinfeld got"
1,1,1,0,0,0,0,0,0,0,2,"seinfeld jerry"
0,1,0,1,0,0,0,0,0,0,1,"seinfeld just"
1,1,0,0,0,0,0,0,0,0,1,"seinfeld know"
1,1,0,1,0,0,0,0,0,0,4,"seinfeld oh"
0,0,1,1,0,0,0,0,0,0,1,"seinfeld well"
0,10,1,0,0,0,0,0,4,1,7,"seinfelds"
3,1,2,2,0,0,0,0,0,0,1,"self"
14,8,9,3,1,2,0,0,1,2,15,"sell"
8,7,5,4,0,0,0,0,0,1,4,"selling"
1,0,4,0,0,0,0,0,1,0,0,"sells"
1,1,2,0,0,0,0,0,0,0,0,"semi"
